Geneid,Genename,MDD.dACC.log2FoldChange,MDD.dACC.padj
ENSG00000103942,HOMER2,-0.06741929,0.432168359
ENSG00000051128,HOMER3,-0.215486365,0.219416045
ENSG00000215271,HOMEZ,0.019880124,0.952476169
ENSG00000134709,HOOK1,0.053674746,0.897337656
ENSG00000095066,HOOK2,0.080459335,0.621511121
ENSG00000168172,HOOK3,0.022322757,0.894920377
ENSG00000171476,HOPX,0.005656025,0.990506835
ENSG00000127483,HP1BP3,-0.050031353,0.461431017
ENSG00000121905,HPCA,0.051853618,0.875256562
ENSG00000115756,HPCAL1,0.061946667,0.807619894
ENSG00000116983,HPCAL4,0.063215607,0.806370848
ENSG00000186603,HPDL,-0.056278263,0.930753159
ENSG00000056050,HPF1,-0.102049771,0.716401896
ENSG00000105707,HPN,0.082402562,0.894920377
ENSG00000261701,HPR,-0.368389954,0.417841095
ENSG00000165704,HPRT1,-0.014072073,0.987736391
ENSG00000107521,HPS1,-0.056100525,0.638641885
ENSG00000163755,HPS3,-0.056914445,0.695883812
ENSG00000100099,HPS4,0.039047596,0.709390638
ENSG00000110756,HPS5,-0.021571681,0.933132025
ENSG00000166189,HPS6,0.033633561,0.897834291
ENSG00000172987,HPSE2,-0.456990857,0.16152648
ENSG00000110169,HPX,0.118920461,0.781592455
ENSG00000168453,HR,-0.094850366,0.68827996
ENSG00000174775,HRAS,-0.010472239,0.969357765
ENSG00000127252,HRASLS,-0.077100508,0.678384837
ENSG00000168004,HRASLS5,0.040454321,0.911502798
ENSG00000130528,HRC,-0.149662706,0.795969066
ENSG00000196196,HRCT1,0.260481764,0.541598228
ENSG00000196639,HRH1,-0.054645915,0.875256562
ENSG00000113749,HRH2,0.078613487,0.770399404
ENSG00000101180,HRH3,0.250934781,0.036534182
ENSG00000135116,HRK,0.115191729,0.61401801
ENSG00000197915,HRNR,-0.09504023,0.849499807
ENSG00000118960,HS1BP3,-0.123300141,0.364869675
ENSG00000153936,HS2ST1,0.028676581,0.915001541
ENSG00000002587,HS3ST1,-0.042433769,0.882104544
ENSG00000122254,HS3ST2,0.172948943,0.643887353
ENSG00000153976,HS3ST3A1,-0.150971179,0.850689714
ENSG00000125430,HS3ST3B1,0.352102478,0.47836869
ENSG00000182601,HS3ST4,0.063360405,0.837398205
ENSG00000249853,HS3ST5,-0.153619629,0.299926918
ENSG00000136720,HS6ST1,0.017692184,0.950946296
ENSG00000171004,HS6ST2,0.013173392,0.984148499
ENSG00000185352,HS6ST3,0.034997971,0.944272173
ENSG00000230989,HSBP1,-0.063335836,0.771732346
ENSG00000226742,HSBP1L1,0.021783351,0.934777708
ENSG00000100209,HSCB,-0.087221523,0.707404771
ENSG00000117594,HSD11B1,-0.174991401,0.516422203
ENSG00000167733,HSD11B1L,0.028161547,0.89016697
ENSG00000176387,HSD11B2,0.308062776,0.228399678
ENSG00000108786,HSD17B1,0.071593432,0.732749947
ENSG00000072506,HSD17B10,-0.159458698,0.157067734
ENSG00000198189,HSD17B11,-0.111051356,0.567295338
ENSG00000149084,HSD17B12,-0.028352342,0.912495648
ENSG00000087076,HSD17B14,-0.090768028,0.804426706
ENSG00000130948,HSD17B3,-0.258219141,0.573847064
ENSG00000133835,HSD17B4,-0.015428572,0.905733351
ENSG00000025423,HSD17B6,-0.084501956,0.875256562
ENSG00000132196,HSD17B7,0.059709573,0.897506381
ENSG00000204228,HSD17B8,-0.080512055,0.814378606
ENSG00000203857,HSD3B1,0.102537024,0.862292839
ENSG00000203859,HSD3B2,-0.092671203,0.893935504
ENSG00000099377,HSD3B7,0.027240124,0.966913385
ENSG00000103160,HSDL1,0.050172766,0.891547265
ENSG00000119471,HSDL2,-0.041479452,0.908778921
ENSG00000185122,HSF1,0.095683069,0.466744025
ENSG00000025156,HSF2,0.055618976,0.873127711
ENSG00000160207,HSF2BP,0.018960206,0.973210064
ENSG00000102878,HSF4,0.218791548,0.147879563
ENSG00000080824,HSP90AA1,-0.013012072,0.97714593
ENSG00000096384,HSP90AB1,0.047749032,0.893045313
ENSG00000166598,HSP90B1,-0.011520875,0.976752547
ENSG00000165868,HSPA12A,0.038566242,0.934777708
ENSG00000132622,HSPA12B,-0.286816007,0.295655836
ENSG00000155304,HSPA13,-0.02695464,0.963491963
ENSG00000187522,HSPA14,-0.000762281,0.996712921
ENSG00000204389,HSPA1A,-0.096023465,0.927305437
ENSG00000204388,HSPA1B,-0.099177611,0.913315431
ENSG00000204390,HSPA1L,0.081281936,0.776759846
ENSG00000126803,HSPA2,-0.091387911,0.842763032
ENSG00000170606,HSPA4,-0.04029613,0.910623059
ENSG00000164070,HSPA4L,-0.018598531,0.973219913
ENSG00000044574,HSPA5,0.000529805,0.998193263
ENSG00000173110,HSPA6,0.335778936,0.959142571
ENSG00000109971,HSPA8,-0.003676044,0.994564635
ENSG00000113013,HSPA9,-0.032491835,0.846679702
ENSG00000106211,HSPB1,0.041170439,0.966291909
ENSG00000081870,HSPB11,0.133969739,0.306873085
ENSG00000170276,HSPB2,0.022857341,0.981187032
ENSG00000169271,HSPB3,-0.145730171,0.755496035
ENSG00000004776,HSPB6,-0.100294347,0.823143763
ENSG00000173641,HSPB7,0.043191989,0.971009081
ENSG00000152137,HSPB8,0.074198487,0.706306148
ENSG00000169087,HSPBAP1,0.001966146,0.995434158
ENSG00000133265,HSPBP1,-0.055507656,0.736851573
ENSG00000144381,HSPD1,-0.074692164,0.788824223
ENSG00000115541,HSPE1,-0.12956813,0.663105758
ENSG00000142798,HSPG2,0.232465629,0.642416841
ENSG00000120694,HSPH1,-0.027596349,0.969020859
ENSG00000109854,HTATIP2,-0.071574773,0.766097723
ENSG00000102241,HTATSF1,-0.085621656,0.254056358
ENSG00000178394,HTR1A,-0.003868857,0.994942364
ENSG00000135312,HTR1B,0.245374174,0.165096918
ENSG00000179546,HTR1D,0.131609115,0.813163309
ENSG00000168830,HTR1E,0.060300426,0.875510211
ENSG00000179097,HTR1F,-0.11594235,0.617112851
ENSG00000102468,HTR2A,0.082537151,0.863628406
ENSG00000135914,HTR2B,0.036866771,0.925283628
ENSG00000147246,HTR2C,-0.088016926,0.867568055
ENSG00000149305,HTR3B,0.064715663,0.918111168
ENSG00000164270,HTR4,0.102204683,0.603054428
ENSG00000157219,HTR5A,0.123433032,0.777358841
ENSG00000158748,HTR6,0.004648802,0.993469394
ENSG00000148680,HTR7,0.107629216,0.773890611
ENSG00000166033,HTRA1,-0.146319549,0.519878305
ENSG00000115317,HTRA2,0.01928821,0.924772208
ENSG00000197386,HTT,0.051984538,0.50553704
ENSG00000142149,HUNK,-0.038579908,0.911158895
ENSG00000136273,HUS1,-0.020951174,0.885126624
ENSG00000188996,HUS1B,0.302060806,0.424606735
ENSG00000086758,HUWE1,-0.020119679,0.776759846
ENSG00000122986,HVCN1,-0.062070047,0.897506381
ENSG00000114378,HYAL1,-0.109445667,0.699190226
ENSG00000068001,HYAL2,0.086982722,0.924746873
ENSG00000186792,HYAL3,-0.096493316,0.741674083
ENSG00000157423,HYDIN,-0.08900773,0.709390638
ENSG00000178922,HYI,0.035902606,0.905005253
ENSG00000188266,HYKK,-0.074406383,0.707605071
ENSG00000198331,HYLS1,0.023070956,0.950946296
ENSG00000149428,HYOU1,0.056875913,0.712139543
ENSG00000242028,HYPK,0.097058381,0.694567072
ENSG00000134330,IAH1,0.101801485,0.15279842
ENSG00000196305,IARS,0.03563364,0.920996152
ENSG00000067704,IARS2,-0.081271853,0.54375945
ENSG00000181873,IBA57,-0.092402863,0.58840056
ENSG00000005700,IBTK,-0.008905143,0.979527064
ENSG00000003147,ICA1,-0.010667113,0.969357765
ENSG00000163596,ICA1L,0.020038312,0.924746873
ENSG00000090339,ICAM1,1.090809435,0.021419409
ENSG00000108622,ICAM2,0.094317867,0.908053219
ENSG00000105376,ICAM5,0.19512596,0.304230851
ENSG00000164151,ICE1,0.043066923,0.648381359
ENSG00000128915,ICE2,-0.009088287,0.976752547
ENSG00000112144,ICK,-0.178607892,0.058449288
ENSG00000116237,ICMT,-0.050209358,0.557395634
ENSG00000125968,ID1,-0.192055142,0.711199101
ENSG00000115738,ID2,-0.085900293,0.675896407
ENSG00000117318,ID3,-0.103167752,0.868245937
ENSG00000172201,ID4,-0.13018275,0.731934883
ENSG00000119912,IDE,0.009641972,0.971009081
ENSG00000138413,IDH1,-0.134925264,0.253161451
ENSG00000182054,IDH2,-0.100079088,0.545504074
ENSG00000166411,IDH3A,-0.005185558,0.991176608
ENSG00000101365,IDH3B,-0.026982985,0.922990698
ENSG00000067829,IDH3G,0.021139299,0.949017446
ENSG00000067064,IDI1,-0.035561836,0.912495648
ENSG00000148057,IDNK,0.0104661,0.975446351
ENSG00000010404,IDS,0.060368484,0.800341648
ENSG00000127415,IDUA,0.172166824,0.264272483
ENSG00000160888,IER2,-0.136754742,0.644558242
ENSG00000137331,IER3,0.545455597,0.107454544
ENSG00000134049,IER3IP1,-0.226641496,0.310472199
ENSG00000162783,IER5,0.027841292,0.96314996
ENSG00000188483,IER5L,0.051373163,0.906491788
ENSG00000010295,IFFO1,0.10572943,0.310472199
ENSG00000169991,IFFO2,0.134193461,0.316640621
ENSG00000163565,IFI16,0.223680373,0.588473861
ENSG00000165949,IFI27,-0.293144213,0.385614882
ENSG00000165948,IFI27L1,-0.089993901,0.671635005
ENSG00000119632,IFI27L2,-0.046152815,0.862292839
ENSG00000068079,IFI35,-0.022045604,0.973082017
ENSG00000137965,IFI44,-0.315623737,0.239830882
ENSG00000137959,IFI44L,-0.60759572,0.102611644
ENSG00000126709,IFI6,-0.402993839,0.133207974
ENSG00000115267,IFIH1,-0.211298706,0.541018935
ENSG00000185745,IFIT1,-0.232177274,0.261701668
ENSG00000119922,IFIT2,-0.239980986,0.171637058
ENSG00000119917,IFIT3,-0.241884609,0.265570429
ENSG00000152778,IFIT5,-0.100335401,0.541257001
ENSG00000185885,IFITM1,0.047043906,0.958611828
ENSG00000244242,IFITM10,0.10167504,0.456391215
ENSG00000185201,IFITM2,0.608368904,0.15279842
ENSG00000142089,IFITM3,0.267532965,0.640175894
ENSG00000142166,IFNAR1,0.013002067,0.953215494
ENSG00000159110,IFNAR2,0.006964601,0.985205826
ENSG00000027697,IFNGR1,-0.085532564,0.731938847
ENSG00000159128,IFNGR2,0.025838693,0.90120562
ENSG00000147896,IFNK,-0.106647585,0.793283166
ENSG00000182393,IFNL1,0.430917153,0.337240958
ENSG00000185436,IFNLR1,0.250417028,0.465248313
ENSG00000006652,IFRD1,0.005827672,0.990506835
ENSG00000214706,IFRD2,0.019080826,0.959577168
ENSG00000163913,IFT122,0.001228842,0.995393825
ENSG00000187535,IFT140,0.03199906,0.838131823
ENSG00000138002,IFT172,0.046326384,0.709390638
ENSG00000109083,IFT20,0.100884536,0.372840614
ENSG00000128581,IFT22,-0.002192084,0.994922909
ENSG00000100360,IFT27,-0.027652305,0.908914656
ENSG00000119650,IFT43,0.017452743,0.93535676
ENSG00000118096,IFT46,-0.004505165,0.983526705
ENSG00000101052,IFT52,-0.088533583,0.420277333
ENSG00000114446,IFT57,-0.000263673,0.998807454
ENSG00000096872,IFT74,-0.073462307,0.704579704
ENSG00000068885,IFT80,-0.031479028,0.925824534
ENSG00000122970,IFT81,-0.071559592,0.588473861
ENSG00000032742,IFT88,-0.071300672,0.671799213
ENSG00000089289,IGBP1,-0.056675726,0.762331628
ENSG00000174498,IGDCC3,-0.000340843,0.999068733
ENSG00000103742,IGDCC4,0.187794493,0.512234889
ENSG00000140443,IGF1R,0.035171397,0.860020764
ENSG00000167244,IGF2,-0.162977127,0.771903789
ENSG00000197081,IGF2R,0.066815345,0.316925277
ENSG00000099769,IGFALS,0.335656469,0.253942219
ENSG00000115457,IGFBP2,0.170967404,0.47836869
ENSG00000146674,IGFBP3,-0.046492533,0.949639014
ENSG00000141753,IGFBP4,0.24962186,0.345386737
ENSG00000115461,IGFBP5,-0.046604684,0.883811889
ENSG00000167779,IGFBP6,-0.084361983,0.776759846
ENSG00000163453,IGFBP7,-0.120791078,0.774298735
ENSG00000137142,IGFBPL1,-0.019509096,0.978045254
ENSG00000204866,IGFL2,0.280851204,0.232989836
ENSG00000188624,IGFL3,0.385302291,0.240420355
ENSG00000204869,IGFL4,0.137503607,0.352940281
ENSG00000163395,IGFN1,0.058137122,0.955588527
ENSG00000132740,IGHMBP2,0.024967481,0.86218732
ENSG00000182700,IGIP,-0.041254303,0.837152242
ENSG00000142549,IGLON5,0.015815009,0.955099555
ENSG00000147255,IGSF1,-0.129413196,0.58840056
ENSG00000152580,IGSF10,0.065624789,0.844681545
ENSG00000144847,IGSF11,-0.029647225,0.866526544
ENSG00000117154,IGSF21,0.059830087,0.742416182
ENSG00000179057,IGSF22,0.079556044,0.770304214
ENSG00000143061,IGSF3,0.06054286,0.866526544
ENSG00000183067,IGSF5,0.085939148,0.850753964
ENSG00000140749,IGSF6,0.067483726,0.795705176
ENSG00000162729,IGSF8,0.125602373,0.332033894
ENSG00000080854,IGSF9B,0.166473897,0.658205062
ENSG00000113141,IK,-0.028136131,0.803430244
ENSG00000166130,IKBIP,-0.196957839,0.487934996
ENSG00000104365,IKBKB,-0.089483101,0.701580336
ENSG00000263528,IKBKE,0.140019313,0.621424393
ENSG00000269335,IKBKG,0.004901642,0.990392987
ENSG00000185811,IKZF1,0.033898828,0.971009081
ENSG00000030419,IKZF2,0.044596527,0.89016697
ENSG00000123411,IKZF4,-0.012189206,0.958496935
ENSG00000095574,IKZF5,-0.022355254,0.91568565
ENSG00000110324,IL10RA,0.160919413,0.61004877
ENSG00000243646,IL10RB,-0.06685292,0.817530017
ENSG00000137070,IL11RA,0.094144501,0.684819838
ENSG00000168811,IL12A,0.443926858,0.128166435
ENSG00000096996,IL12RB1,-0.019152192,0.977020879
ENSG00000081985,IL12RB2,0.224125731,0.111925617
ENSG00000131724,IL13RA1,-0.052603713,0.925355197
ENSG00000123496,IL13RA2,-0.109934411,0.906434045
ENSG00000134470,IL15RA,0.270802009,0.61997927
ENSG00000172349,IL16,-0.048969652,0.890430567
ENSG00000172458,IL17D,-0.123369006,0.624661419
ENSG00000177663,IL17RA,0.041525337,0.913682996
ENSG00000056736,IL17RB,0.052456946,0.885714702
ENSG00000163702,IL17RC,0.085421416,0.770399404
ENSG00000144730,IL17RD,-0.084647285,0.786642615
ENSG00000163701,IL17RE,0.090268097,0.845767746
ENSG00000150782,IL18,-0.035890632,0.958620231
ENSG00000137496,IL18BP,0.181529293,0.389990937
ENSG00000125538,IL1B,1.349099327,0.021419409
ENSG00000115594,IL1R1,0.268401932,0.708235636
ENSG00000196083,IL1RAP,0.049230122,0.866526544
ENSG00000169306,IL1RAPL1,0.017606071,0.963423503
ENSG00000189108,IL1RAPL2,-0.05280882,0.90120562
ENSG00000115598,IL1RL2,0.054832292,0.891936953
ENSG00000016402,IL20RA,-0.124813626,0.777762766
ENSG00000104998,IL27RA,0.185411674,0.254960364
ENSG00000008517,IL32,0.180882088,0.841769944
ENSG00000137033,IL33,-0.186568396,0.541598228
ENSG00000157368,IL34,0.028900387,0.949017446
ENSG00000185291,IL3RA,0.064960494,0.884021147
ENSG00000077238,IL4R,0.68924233,0.078318207
ENSG00000113525,IL5,0.007263176,0.99396059
ENSG00000136244,IL6,0.555274524,0.721779718
ENSG00000160712,IL6R,0.373617313,0.121761845
ENSG00000134352,IL6ST,-0.055665109,0.82892701
ENSG00000104432,IL7,0.707782606,0.014326296
ENSG00000145839,IL9,0.339525294,0.648451238
ENSG00000143195,ILDR2,-0.003489412,0.989641638
ENSG00000143621,ILF2,-0.0085002,0.977737193
ENSG00000129351,ILF3,-0.009238645,0.944272173
ENSG00000166333,ILK,0.050415574,0.911502798
ENSG00000132323,ILKAP,-0.006575157,0.970519275
ENSG00000105135,ILVBL,0.0209694,0.90120562
ENSG00000148950,IMMP1L,-0.046712357,0.882104544
ENSG00000184903,IMMP2L,0.072554205,0.629655147
ENSG00000132305,IMMT,-0.001065418,0.99643623
ENSG00000177971,IMP3,-0.014950528,0.975706683
ENSG00000136718,IMP4,-0.059112785,0.482063118
ENSG00000133731,IMPA1,0.06167756,0.830974715
ENSG00000141401,IMPA2,0.080295678,0.84866774
ENSG00000154059,IMPACT,-0.035455311,0.863119491
ENSG00000104331,IMPAD1,-0.017518007,0.965507507
ENSG00000106348,IMPDH1,0.110562765,0.289080399
ENSG00000178035,IMPDH2,0.066268063,0.496753609
ENSG00000112706,IMPG1,-0.031897086,0.967146758
ENSG00000081148,IMPG2,-0.181012646,0.372810762
ENSG00000148798,INA,-0.005149045,0.994974603
ENSG00000257704,INAFM1,0.014469593,0.958611828
ENSG00000259330,INAFM2,0.054339676,0.802634425
ENSG00000163362,INAVA,-0.102793514,0.861336395
ENSG00000196388,INCA1,0.064465922,0.684819838
ENSG00000149503,INCENP,0.032890231,0.848598595
ENSG00000203485,INF2,-0.102009274,0.501465756
ENSG00000153487,ING1,0.115666653,0.333250782
ENSG00000168556,ING2,-0.10314449,0.417841095
ENSG00000071243,ING3,-0.114847575,0.371833586
ENSG00000111653,ING4,-0.021116257,0.892532914
ENSG00000168395,ING5,0.077096103,0.494714621
ENSG00000123999,INHA,0.359427741,0.043273138
ENSG00000122641,INHBA,0.131088916,0.893570188
ENSG00000163083,INHBB,-0.231526247,0.460628498
ENSG00000148153,INIP,0.00877487,0.969942132
ENSG00000185614,INKA1,-0.091141392,0.741418043
ENSG00000197852,INKA2,-0.106362496,0.323478012
ENSG00000128908,INO80,-0.032160107,0.734843494
ENSG00000115274,INO80B,0.1751798,0.452714856
ENSG00000153391,INO80C,0.00969574,0.969755813
ENSG00000114933,INO80D,-0.043638166,0.650381901
ENSG00000169592,INO80E,-0.062734535,0.793070902
ENSG00000151689,INPP1,-0.038862178,0.825027075
ENSG00000040933,INPP4A,0.063804348,0.734224364
ENSG00000109452,INPP4B,-0.093620603,0.392719201
ENSG00000068383,INPP5A,-0.003120891,0.990392987
ENSG00000204084,INPP5B,0.036002132,0.83822438
ENSG00000168918,INPP5D,-0.194104364,0.53941987
ENSG00000148384,INPP5E,0.061869406,0.678761266
ENSG00000198825,INPP5F,0.076436472,0.886774595
ENSG00000185133,INPP5J,0.035801845,0.890430567
ENSG00000132376,INPP5K,0.007962443,0.971009081
ENSG00000165458,INPPL1,-0.076487265,0.836919886
ENSG00000186480,INSIG1,0.092655457,0.713295667
ENSG00000125629,INSIG2,-0.054468662,0.875685638
ENSG00000120210,INSL6,-0.130099175,0.892532914
ENSG00000173404,INSM1,0.028346046,0.950946296
ENSG00000168348,INSM2,0.026423485,0.954051697
ENSG00000171105,INSR,0.010898415,0.960641391
ENSG00000164880,INTS1,0.095258411,0.387868946
ENSG00000104613,INTS10,0.086742124,0.187921669
ENSG00000127054,INTS11,0.06412072,0.670909985
ENSG00000138785,INTS12,-0.105593335,0.310472199
ENSG00000064102,INTS13,-0.141883617,0.168883228
ENSG00000138614,INTS14,0.031644062,0.838627458
ENSG00000108506,INTS2,0.031311172,0.853229052
ENSG00000143624,INTS3,0.027623239,0.860020764
ENSG00000149262,INTS4,-0.039084901,0.731503494
ENSG00000185085,INTS5,0.009152841,0.978176513
ENSG00000102786,INTS6,0.003901618,0.989641638
ENSG00000165359,INTS6L,0.010431393,0.974122168
ENSG00000143493,INTS7,-0.059114235,0.808818835
ENSG00000164941,INTS8,-0.038248636,0.836157807
ENSG00000104299,INTS9,0.010031549,0.968148151
ENSG00000164066,INTU,0.010795237,0.970631466
ENSG00000119509,INVS,0.013173001,0.959577168
ENSG00000176095,IP6K1,0.045079083,0.618623535
ENSG00000068745,IP6K2,0.019290019,0.885150715
ENSG00000161896,IP6K3,0.085087542,0.92288054
ENSG00000074706,IPCEF1,0.075464137,0.890430567
ENSG00000151151,IPMK,-0.006953947,0.985335953
ENSG00000086200,IPO11,0.015439791,0.969103044
ENSG00000117408,IPO13,-0.03104858,0.838956502
ENSG00000065150,IPO5,-0.003360686,0.993469394
ENSG00000205339,IPO7,-0.066566877,0.809011455
ENSG00000133704,IPO8,-0.079379796,0.322704606
ENSG00000198700,IPO9,0.006671476,0.960575191
ENSG00000197429,IPP,-0.027011844,0.897506381
ENSG00000127080,IPPK,0.075488143,0.432331163
ENSG00000203499,IQANK1,0.066966598,0.861786303
ENSG00000132321,IQCA1,-0.018914688,0.975103877
ENSG00000173226,IQCB1,0.021931575,0.944272173
ENSG00000160051,IQCC,0.070976165,0.678384837
ENSG00000166578,IQCD,-0.00505407,0.992290079
ENSG00000106012,IQCE,0.006813427,0.982233216
ENSG00000114473,IQCG,-0.040037871,0.836589222
ENSG00000103599,IQCH,-0.006665067,0.986574755
ENSG00000214216,IQCJ,0.141144518,0.59902167
ENSG00000174628,IQCK,-0.081539845,0.645019932
ENSG00000130518,IQCN,-0.082937354,0.850661419
ENSG00000140575,IQGAP1,-0.033246907,0.942022603
ENSG00000145703,IQGAP2,-0.168226748,0.491584764
ENSG00000183856,IQGAP3,0.252580693,0.322704606
ENSG00000144711,IQSEC1,0.017458149,0.920465503
ENSG00000124313,IQSEC2,0.057540309,0.718099067
ENSG00000120645,IQSEC3,-0.035177983,0.886926374
ENSG00000164675,IQUB,0.191985625,0.371833586
ENSG00000184216,IRAK1,0.007246336,0.9811791
ENSG00000146243,IRAK1BP1,-0.002076336,0.994922909
ENSG00000134070,IRAK2,0.239674399,0.152720545
ENSG00000090376,IRAK3,0.12728661,0.85458763
ENSG00000198001,IRAK4,-0.068826768,0.806448284
ENSG00000136381,IREB2,-0.01287599,0.972102157
ENSG00000125347,IRF1,0.39369683,0.121226013
ENSG00000168310,IRF2,-0.027993171,0.933390314
ENSG00000170604,IRF2BP1,0.071469854,0.56499273
ENSG00000168264,IRF2BP2,-0.025514053,0.913727832
ENSG00000119669,IRF2BPL,0.052801004,0.759041288
ENSG00000126456,IRF3,0.016339412,0.955099555
ENSG00000128604,IRF5,-0.12656377,0.618110947
ENSG00000117595,IRF6,-0.183962392,0.71621249
ENSG00000185507,IRF7,0.212310253,0.315601905
ENSG00000140968,IRF8,-0.188341637,0.771968586
ENSG00000213928,IRF9,0.052117422,0.911502798
ENSG00000167378,IRGQ,0.022028129,0.878710307
ENSG00000169047,IRS1,0.013996767,0.95587671
ENSG00000185950,IRS2,0.176075698,0.104109582
ENSG00000133124,IRS4,-0.020985369,0.971009081
ENSG00000135070,ISCA1,-0.002974071,0.995431902
ENSG00000165898,ISCA2,-0.063544626,0.677262774
ENSG00000136003,ISCU,0.076248273,0.675972703
ENSG00000187608,ISG15,-0.548663123,0.058899824
ENSG00000172183,ISG20,0.099734785,0.838956502
ENSG00000143319,ISG20L2,0.010219959,0.977348981
ENSG00000129009,ISLR,-0.104324926,0.7401586
ENSG00000167178,ISLR2,0.161446117,0.389459056
ENSG00000101230,ISM1,-0.302838385,0.287660549
ENSG00000066583,ISOC1,-0.052042734,0.837879145
ENSG00000063241,ISOC2,-0.005005438,0.985912253
ENSG00000214960,ISPD,-0.05929007,0.675382194
ENSG00000182149,IST1,0.004214256,0.976110726
ENSG00000240682,ISY1,-0.072279376,0.758411284
ENSG00000105655,ISYNA1,-0.10292402,0.722562409
ENSG00000078747,ITCH,-0.039081252,0.817468084
ENSG00000129636,ITFG1,-0.034638608,0.958611828
ENSG00000111203,ITFG2,-0.016222265,0.949364761
ENSG00000213949,ITGA1,-0.044464069,0.950946296
ENSG00000143127,ITGA10,-0.06591756,0.924746873
ENSG00000137809,ITGA11,0.105967224,0.599888457
ENSG00000164171,ITGA2,-0.029503797,0.960900952
ENSG00000005961,ITGA2B,0.158330767,0.47836869
ENSG00000005884,ITGA3,0.102288171,0.233946574
ENSG00000115232,ITGA4,-0.224836737,0.27134402
ENSG00000161638,ITGA5,0.096081525,0.910002488
ENSG00000091409,ITGA6,-0.028842964,0.963785857
ENSG00000135424,ITGA7,-0.002814832,0.995755191
ENSG00000077943,ITGA8,0.034811379,0.940470578
ENSG00000144668,ITGA9,0.020281187,0.933132025
ENSG00000083457,ITGAE,-0.120181239,0.375533366
ENSG00000169896,ITGAM,-0.074541326,0.919272218
ENSG00000138448,ITGAV,-0.017466244,0.958496935
ENSG00000140678,ITGAX,-0.071289131,0.922990698
ENSG00000150093,ITGB1,-0.128532617,0.608259305
ENSG00000119185,ITGB1BP1,-0.029613558,0.875256562
ENSG00000160255,ITGB2,0.028914561,0.978414494
ENSG00000142856,ITGB3BP,0.055055175,0.905733351
ENSG00000132470,ITGB4,0.258164052,0.547171962
ENSG00000082781,ITGB5,-0.215509043,0.405345653
ENSG00000105855,ITGB8,-0.081164699,0.716267728
ENSG00000151655,ITIH2,-0.184371465,0.588473861
ENSG00000162267,ITIH3,0.084264626,0.885150715
ENSG00000055955,ITIH4,0.050722065,0.910623059
ENSG00000123243,ITIH5,-0.398472058,0.214901798
ENSG00000078596,ITM2A,-0.397754385,0.13241481
ENSG00000136156,ITM2B,-0.043045928,0.821232323
ENSG00000135916,ITM2C,-0.134302173,0.532849924
ENSG00000125877,ITPA,-0.112570903,0.21957305
ENSG00000100605,ITPK1,-0.062999754,0.645019932
ENSG00000137825,ITPKA,0.044602602,0.905733351
ENSG00000143772,ITPKB,-0.01773931,0.982906832
ENSG00000086544,ITPKC,0.618113578,0.010638702
ENSG00000150995,ITPR1,0.059499906,0.822377285
ENSG00000123104,ITPR2,-0.106887345,0.642416841
ENSG00000096433,ITPR3,0.169977076,0.688803823
ENSG00000148841,ITPRIP,0.128707496,0.849499807
ENSG00000205730,ITPRIPL2,0.018495911,0.970346454
ENSG00000205726,ITSN1,-0.013204811,0.90120562
ENSG00000198399,ITSN2,-0.009051032,0.952675551
ENSG00000128928,IVD,0.036855442,0.815567152
ENSG00000116679,IVNS1ABP,-0.152101129,0.128166435
ENSG00000163166,IWS1,-0.104522017,0.191460246
ENSG00000182264,IZUMO1,0.118181715,0.709390638
ENSG00000099840,IZUMO4,0.086322648,0.80965494
ENSG00000077684,JADE1,0.005293463,0.979186135
ENSG00000043143,JADE2,-0.012081269,0.954906421
ENSG00000102221,JADE3,-0.103448581,0.693597794
ENSG00000101384,JAG1,-0.020583494,0.971911031
ENSG00000184916,JAG2,0.010140871,0.975791419
ENSG00000171135,JAGN1,-0.098380021,0.547171962
ENSG00000162434,JAK1,-0.004608144,0.979527064
ENSG00000096968,JAK2,0.001406945,0.99643623
ENSG00000105639,JAK3,0.302841283,0.057117138
ENSG00000152969,JAKMIP1,0.064228856,0.695883812
ENSG00000176049,JAKMIP2,0.011221184,0.950946296
ENSG00000188385,JAKMIP3,-0.015152165,0.962007982
ENSG00000154721,JAM2,-0.206760222,0.138901684
ENSG00000166086,JAM3,-0.057179249,0.822929881
ENSG00000008083,JARID2,0.056366012,0.777358841
ENSG00000153814,JAZF1,-0.049698601,0.885150715
ENSG00000165757,JCAD,-0.164900411,0.241374784
ENSG00000140044,JDP2,-0.028192708,0.936933385
ENSG00000109944,JHY,0.047799577,0.813219338
ENSG00000050130,JKAMP,-0.071795315,0.79718887
ENSG00000171988,JMJD1C,0.020515945,0.916098635
ENSG00000081692,JMJD4,-0.016950861,0.948306728
ENSG00000070495,JMJD6,-0.046194561,0.874656616
ENSG00000243789,JMJD7,0.193628682,0.342414383
ENSG00000168970,JMJD7-PLA2G4B,0.121483098,0.4525167
ENSG00000161999,JMJD8,-0.007354707,0.982129322
ENSG00000152409,JMY,-0.018534661,0.874656616
ENSG00000100221,JOSD1,0.052813413,0.664461032
ENSG00000161677,JOSD2,0.027801786,0.922990698
ENSG00000104369,JPH1,0.139721285,0.218728954
ENSG00000149596,JPH2,0.166785006,0.867258633
ENSG00000154118,JPH3,0.021004951,0.936268226
ENSG00000092051,JPH4,0.093146651,0.364869675
ENSG00000189159,JPT1,0.024623024,0.958496935
ENSG00000206053,JPT2,-0.024221772,0.953215494
