Geneid,Genename,MDD.dACC.log2FoldChange,MDD.dACC.padj
ENSG00000212719,C17orf51,0.041463578,0.798127134
ENSG00000125319,C17orf53,0.225769483,0.484887011
ENSG00000186665,C17orf58,0.189797883,0.191460246
ENSG00000214226,C17orf67,-0.004229372,0.993469394
ENSG00000108666,C17orf75,-0.01931533,0.955232439
ENSG00000278505,C17orf78,-0.079975038,0.839344779
ENSG00000141219,C17orf80,-0.087715581,0.115085691
ENSG00000187624,C17orf97,-0.070328817,0.729345103
ENSG00000141428,C18orf21,-0.011879326,0.976826951
ENSG00000152242,C18orf25,-0.036340283,0.862292839
ENSG00000177576,C18orf32,-0.049513389,0.729791713
ENSG00000166845,C18orf54,-0.081515322,0.828773525
ENSG00000131943,C19orf12,0.038233796,0.762331628
ENSG00000177025,C19orf18,-0.161633074,0.72777446
ENSG00000228300,C19orf24,-0.040459014,0.891516086
ENSG00000119559,C19orf25,0.00918213,0.978414494
ENSG00000214212,C19orf38,0.136083283,0.849499807
ENSG00000105072,C19orf44,-0.055419605,0.865253409
ENSG00000160392,C19orf47,-0.058575644,0.756925066
ENSG00000167747,C19orf48,0.067263105,0.742537329
ENSG00000104979,C19orf53,-0.015294309,0.952675551
ENSG00000188493,C19orf54,-0.094723023,0.800898497
ENSG00000132016,C19orf57,0.101111218,0.588473861
ENSG00000130813,C19orf66,0.066939768,0.592258021
ENSG00000188032,C19orf67,0.097571204,0.862848699
ENSG00000174917,C19orf70,0.023242463,0.93535676
ENSG00000183397,C19orf71,0.087563495,0.803002305
ENSG00000221916,C19orf73,-0.03842415,0.96016267
ENSG00000235034,C19orf81,0.105449211,0.599888457
ENSG00000197223,C1D,-0.112154294,0.644558242
ENSG00000106392,C1GALT1,-0.020205362,0.953215494
ENSG00000171155,C1GALT1C1,-0.084555737,0.755133368
ENSG00000116922,C1orf109,-0.04445163,0.827816994
ENSG00000000460,C1orf112,0.079430005,0.710551204
ENSG00000162817,C1orf115,0.085264675,0.731938847
ENSG00000197982,C1orf122,-0.046439462,0.822068848
ENSG00000162384,C1orf123,-0.012657381,0.950344386
ENSG00000143633,C1orf131,0.011798202,0.971009081
ENSG00000203910,C1orf146,-0.176481336,0.82112507
ENSG00000131591,C1orf159,0.079254371,0.660836288
ENSG00000143110,C1orf162,0.038174119,0.946550786
ENSG00000198912,C1orf174,0.023925755,0.910002488
ENSG00000179902,C1orf194,-0.002702453,0.99643623
ENSG00000119280,C1orf198,-0.020920398,0.972102157
ENSG00000116667,C1orf21,-0.017758597,0.913682996
ENSG00000142686,C1orf216,0.050063329,0.913682996
ENSG00000239887,C1orf226,0.001490019,0.996509574
ENSG00000143793,C1orf35,0.028320629,0.937782895
ENSG00000143612,C1orf43,-0.021435579,0.922078354
ENSG00000164008,C1orf50,-0.093581252,0.387868946
ENSG00000162642,C1orf52,0.086351421,0.529751818
ENSG00000203724,C1orf53,-0.268521076,0.588231394
ENSG00000118292,C1orf54,0.012363204,0.98534796
ENSG00000143443,C1orf56,0.009774708,0.982668047
ENSG00000125462,C1orf61,-0.263228105,0.370141611
ENSG00000162757,C1orf74,0.114437616,0.510610591
ENSG00000173372,C1QA,-0.034036109,0.97868673
ENSG00000173369,C1QB,0.075016856,0.953215494
ENSG00000108561,C1QBP,-0.018298281,0.960575191
ENSG00000159189,C1QC,0.120807634,0.906491788
ENSG00000131094,C1QL1,0.093302122,0.700085309
ENSG00000144119,C1QL2,-0.05026952,0.910623059
ENSG00000165985,C1QL3,0.191269303,0.45338671
ENSG00000173918,C1QTNF1,0.101792379,0.879123343
ENSG00000184163,C1QTNF12,0.32964498,0.389459056
ENSG00000145861,C1QTNF2,-0.249430106,0.144363388
ENSG00000082196,C1QTNF3,0.016759792,0.972393873
ENSG00000172247,C1QTNF4,-0.072866589,0.838131823
ENSG00000133466,C1QTNF6,0.098850123,0.724809693
ENSG00000163145,C1QTNF7,0.231324762,0.428419435
ENSG00000159403,C1R,0.37098591,0.317488841
ENSG00000139178,C1RL,0.268947393,0.255934265
ENSG00000182326,C1S,0.124955135,0.707404771
ENSG00000166278,C2,0.362595711,0.14622856
ENSG00000149609,C20orf144,0.051462958,0.919140022
ENSG00000088854,C20orf194,0.002195219,0.989641638
ENSG00000198547,C20orf203,0.311149491,0.09319684
ENSG00000196421,C20orf204,0.183918152,0.371833586
ENSG00000101220,C20orf27,-0.053067413,0.759532967
ENSG00000196476,C20orf96,-0.056774079,0.825032406
ENSG00000160226,C21orf2,0.002338714,0.993469394
ENSG00000160298,C21orf58,0.11741625,0.599888457
ENSG00000205929,C21orf62,0.096170281,0.807147296
ENSG00000154642,C21orf91,-0.353745768,0.224514033
ENSG00000169314,C22orf15,0.011416491,0.985335953
ENSG00000128346,C22orf23,0.110466703,0.722369947
ENSG00000242259,C22orf39,-0.020790691,0.90120562
ENSG00000184208,C22orf46,-0.198238798,0.346886223
ENSG00000157617,C2CD2,0.045644466,0.817530017
ENSG00000172375,C2CD2L,-0.002942332,0.992290079
ENSG00000168014,C2CD3,0.005419894,0.981671743
ENSG00000205502,C2CD4B,0.460450883,0.645755759
ENSG00000183186,C2CD4C,0.015094262,0.969020859
ENSG00000225556,C2CD4D,0.194155198,0.411494294
ENSG00000111731,C2CD5,0.019446411,0.952149863
ENSG00000155754,C2CD6,-0.081697833,0.845188294
ENSG00000273045,C2orf15,0.004241791,0.994564635
ENSG00000221843,C2orf16,0.07636988,0.601935878
ENSG00000119147,C2orf40,-0.047437946,0.929783797
ENSG00000115998,C2orf42,-0.087503506,0.310472199
ENSG00000135974,C2orf49,-0.053558886,0.600833391
ENSG00000150873,C2orf50,-0.065387632,0.831123775
ENSG00000168887,C2orf68,-0.102478259,0.642416841
ENSG00000178074,C2orf69,-0.031745468,0.936933385
ENSG00000204128,C2orf72,-0.006838032,0.989641638
ENSG00000177994,C2orf73,-0.055311967,0.915001541
ENSG00000237651,C2orf74,-0.078193564,0.811599731
ENSG00000186132,C2orf76,0.009805374,0.981803429
ENSG00000188674,C2orf80,0.012643763,0.984949147
ENSG00000187699,C2orf88,-0.116192281,0.491815378
ENSG00000228486,C2orf92,0.01310838,0.972393873
ENSG00000125730,C3,-0.164852559,0.81282733
ENSG00000171860,C3AR1,-0.370514637,0.476957668
ENSG00000114405,C3orf14,-0.058784825,0.902069292
ENSG00000088543,C3orf18,-0.089991289,0.354818583
ENSG00000131379,C3orf20,-0.063401489,0.905342945
ENSG00000174928,C3orf33,-0.022840234,0.9455997
ENSG00000179021,C3orf38,-0.107786931,0.482063118
ENSG00000163632,C3orf49,-0.061662058,0.837152242
ENSG00000181744,C3orf58,-0.029043031,0.897506381
ENSG00000188315,C3orf62,0.023711762,0.924589934
ENSG00000163689,C3orf67,0.182088362,0.290584745
ENSG00000187068,C3orf70,-0.013434039,0.977356595
ENSG00000180044,C3orf80,0.024200336,0.969732183
ENSG00000236980,C3orf84,-0.155646351,0.879123343
ENSG00000244731,C4A,0.433580755,0.31842267
ENSG00000224389,C4B,0.36416817,0.486133139
ENSG00000123838,C4BPA,0.016754039,0.978491188
ENSG00000154274,C4orf19,0.021837029,0.979342998
ENSG00000164096,C4orf3,-0.09009509,0.514435683
ENSG00000151470,C4orf33,-0.073606547,0.708184211
ENSG00000163633,C4orf36,-0.026885487,0.944642069
ENSG00000164123,C4orf45,0.159065038,0.717561636
ENSG00000205208,C4orf46,-0.102947437,0.66862117
ENSG00000205129,C4orf47,0.063194434,0.888605492
ENSG00000243449,C4orf48,-0.052808668,0.903673572
ENSG00000181215,C4orf50,0.029530937,0.913066523
ENSG00000248713,C4orf54,0.059657887,0.928934845
ENSG00000106804,C5,-0.019388533,0.958611828
ENSG00000197405,C5AR1,0.203800794,0.655610932
ENSG00000134830,C5AR2,-0.025266564,0.97714593
ENSG00000113583,C5orf15,-0.03918445,0.861336395
ENSG00000082213,C5orf22,-0.038844437,0.939382785
ENSG00000181904,C5orf24,-0.014268318,0.949017446
ENSG00000181751,C5orf30,-0.007522124,0.983386675
ENSG00000172244,C5orf34,0.229725472,0.282114618
ENSG00000215217,C5orf49,0.115442722,0.437673182
ENSG00000205765,C5orf51,0.049773842,0.840509294
ENSG00000164241,C5orf63,-0.079750688,0.856699323
ENSG00000204296,C6orf10,0.053295991,0.933132025
ENSG00000196821,C6orf106,-0.000160015,0.999042237
ENSG00000112539,C6orf118,-0.260076715,0.402962663
ENSG00000185127,C6orf120,0.020377053,0.944642069
ENSG00000204564,C6orf136,0.034312454,0.847498945
ENSG00000197261,C6orf141,-0.172527512,0.760087132
ENSG00000203872,C6orf163,-0.001692458,0.99643623
ENSG00000130349,C6orf203,-0.109328547,0.28306773
ENSG00000181577,C6orf223,-0.050777614,0.956627299
ENSG00000221821,C6orf226,0.105955396,0.762331628
ENSG00000204439,C6orf47,-0.060037185,0.729791713
ENSG00000204387,C6orf48,-0.082338901,0.550337831
ENSG00000137434,C6orf52,-0.065755453,0.937058091
ENSG00000112308,C6orf62,-0.06914706,0.447842036
ENSG00000198663,C6orf89,0.002230965,0.989641638
ENSG00000112936,C7,0.147859786,0.828647194
ENSG00000136197,C7orf25,0.084161395,0.835602352
ENSG00000146576,C7orf26,0.019149487,0.909876728
ENSG00000153790,C7orf31,-0.135835117,0.648889756
ENSG00000146826,C7orf43,0.04046364,0.797961692
ENSG00000146540,C7orf50,0.00036789,0.998193263
ENSG00000185955,C7orf61,-0.217509536,0.672913799
ENSG00000176919,C8G,-0.068239372,0.926411618
ENSG00000182307,C8orf33,-0.100312223,0.243412985
ENSG00000165084,C8orf34,0.011773077,0.978045254
ENSG00000156172,C8orf37,0.036348114,0.903655138
ENSG00000213865,C8orf44,0.065560036,0.708428711
ENSG00000164743,C8orf48,-0.399004996,0.153904848
ENSG00000241852,C8orf58,0.038316711,0.938535356
ENSG00000176731,C8orf59,-0.011594841,0.979342998
ENSG00000189376,C8orf76,-0.005198546,0.990506835
ENSG00000213563,C8orf82,0.047690566,0.880677632
ENSG00000253250,C8orf88,0.14651543,0.757119475
ENSG00000160345,C9orf116,-0.099046295,0.622179306
ENSG00000204352,C9orf129,0.071930715,0.806141084
ENSG00000174038,C9orf131,-0.022598254,0.962075276
ENSG00000171159,C9orf16,-0.02345471,0.933222505
ENSG00000164972,C9orf24,-0.088325533,0.621877499
ENSG00000148120,C9orf3,0.00016028,0.999068733
ENSG00000135045,C9orf40,0.006741986,0.989238307
ENSG00000157653,C9orf43,-0.133866843,0.72777446
ENSG00000186354,C9orf47,-0.089302694,0.815885504
ENSG00000179058,C9orf50,0.32163882,0.394588196
ENSG00000204669,C9orf57,0.290734471,0.45901342
ENSG00000165118,C9orf64,-0.061860146,0.708428711
ENSG00000147894,C9orf72,0.073335859,0.847157678
ENSG00000136819,C9orf78,-0.05462034,0.3925422
ENSG00000165181,C9orf84,0.127571348,0.707605071
ENSG00000155621,C9orf85,-0.085512134,0.58883567
ENSG00000133742,CA1,0.238408539,0.442882501
ENSG00000154975,CA10,0.024891849,0.960641391
ENSG00000063180,CA11,-0.01637222,0.941530654
ENSG00000074410,CA12,0.342269743,0.371833586
ENSG00000185015,CA13,0.115493208,0.54027436
ENSG00000118298,CA14,0.012872411,0.985141131
ENSG00000104267,CA2,-0.244660964,0.218728954
ENSG00000164879,CA3,0.058364495,0.927305437
ENSG00000167434,CA4,-0.226430502,0.227396753
ENSG00000169239,CA5B,-0.007011519,0.985205826
ENSG00000168748,CA7,0.161530678,0.259320811
ENSG00000178538,CA8,-0.082665936,0.590735308
ENSG00000120159,CAAP1,-0.113042849,0.297635109
ENSG00000135932,CAB39,0.015584894,0.970794569
ENSG00000102547,CAB39L,-0.080627939,0.592258021
ENSG00000183346,CABCOCO1,0.047135192,0.945625256
ENSG00000099991,CABIN1,0.053566903,0.584244234
ENSG00000134508,CABLES1,-0.125431603,0.782404895
ENSG00000149679,CABLES2,0.049266173,0.756925066
ENSG00000157782,CABP1,0.041790909,0.900764602
ENSG00000100314,CABP7,-0.008607726,0.989641638
ENSG00000154040,CABYR,0.114701758,0.414804063
ENSG00000160325,CACFD1,-0.001647109,0.99643623
ENSG00000158966,CACHD1,0.004914194,0.993415803
ENSG00000141837,CACNA1A,0.049319889,0.776759846
ENSG00000148408,CACNA1B,0.144318442,0.169733856
ENSG00000151067,CACNA1C,0.134524403,0.078758705
ENSG00000157388,CACNA1D,0.068134827,0.57447121
ENSG00000198216,CACNA1E,0.10984735,0.521873192
ENSG00000102001,CACNA1F,-0.121421155,0.618109163
ENSG00000006283,CACNA1G,-0.013571264,0.971911031
ENSG00000196557,CACNA1H,0.043285162,0.90120562
ENSG00000100346,CACNA1I,0.061270682,0.757119475
ENSG00000081248,CACNA1S,-0.181006104,0.623569162
ENSG00000153956,CACNA2D1,0.008283166,0.990766354
ENSG00000007402,CACNA2D2,0.052293469,0.774677917
ENSG00000157445,CACNA2D3,0.106532519,0.413715639
ENSG00000067191,CACNB1,0.005631191,0.985335953
ENSG00000165995,CACNB2,0.059954467,0.701842949
ENSG00000167535,CACNB3,-0.02945957,0.893935504
ENSG00000182389,CACNB4,-0.01301787,0.982668047
ENSG00000166862,CACNG2,-0.022313871,0.945718667
ENSG00000006116,CACNG3,0.006993565,0.989666362
ENSG00000075461,CACNG4,-0.109466064,0.645019932
ENSG00000075429,CACNG5,0.106506279,0.791071831
ENSG00000105605,CACNG7,-0.008667344,0.976674012
ENSG00000142408,CACNG8,0.014136676,0.969979591
ENSG00000105298,CACTIN,-9.74E-05,0.999378424
ENSG00000151893,CACUL1,0.021582388,0.92180632
ENSG00000116161,CACYBP,-0.040210182,0.92288054
ENSG00000084774,CAD,0.033084873,0.84851054
ENSG00000182985,CADM1,0.040836518,0.759041288
ENSG00000175161,CADM2,-0.017084204,0.96430992
ENSG00000162706,CADM3,0.114914213,0.369064691
ENSG00000105767,CADM4,-0.103572732,0.390599856
ENSG00000163618,CADPS,0.065301456,0.855578638
ENSG00000081803,CADPS2,-0.024004946,0.961769975
ENSG00000104327,CALB1,-0.037372096,0.960723901
ENSG00000172137,CALB2,0.020648029,0.971957885
ENSG00000012822,CALCOCO1,0.039261813,0.698964435
ENSG00000136436,CALCOCO2,0.067455233,0.775033857
ENSG00000064989,CALCRL,-0.182531781,0.236656093
ENSG00000122786,CALD1,-0.070776466,0.884434197
ENSG00000185933,CALHM1,0.044931407,0.92288054
ENSG00000138172,CALHM2,-0.231780842,0.231958894
ENSG00000198668,CALM1,0.014602636,0.975662239
ENSG00000143933,CALM2,-0.052030944,0.909838301
ENSG00000160014,CALM3,0.087932394,0.665583133
ENSG00000129007,CALML4,0.010746857,0.985372926
ENSG00000169885,CALML6,-0.046160886,0.953215494
ENSG00000183166,CALN1,0.134281962,0.446688843
ENSG00000179218,CALR,-0.009888329,0.971009081
ENSG00000128595,CALU,-0.035860028,0.828474261
ENSG00000130643,CALY,0.166052883,0.465205201
ENSG00000134072,CAMK1,-0.103614074,0.499296384
ENSG00000183049,CAMK1D,0.021252279,0.927470538
ENSG00000008118,CAMK1G,0.128458913,0.588473861
ENSG00000070808,CAMK2A,0.026138452,0.915001541
ENSG00000058404,CAMK2B,0.030491427,0.892532914
ENSG00000145349,CAMK2D,0.099493377,0.716674104
ENSG00000148660,CAMK2G,-0.057193693,0.588941433
ENSG00000162545,CAMK2N1,-0.053677994,0.707605071
ENSG00000163888,CAMK2N2,-0.022815226,0.950946296
ENSG00000152495,CAMK4,-0.02573046,0.965507507
ENSG00000004660,CAMKK1,0.065177651,0.768133248
ENSG00000110931,CAMKK2,-0.048473783,0.862292839
ENSG00000143919,CAMKMT,-0.045006415,0.868578138
ENSG00000164076,CAMKV,0.108039758,0.690271022
ENSG00000164615,CAMLG,-0.022044803,0.959142571
ENSG00000130559,CAMSAP1,0.002586786,0.989641638
ENSG00000118200,CAMSAP2,0.008065181,0.982906832
ENSG00000076826,CAMSAP3,0.060802818,0.701151364
ENSG00000171735,CAMTA1,-0.03127405,0.893265807
ENSG00000108509,CAMTA2,0.005784553,0.97919519
ENSG00000111530,CAND1,-0.010407547,0.984054408
ENSG00000144712,CAND2,0.015135659,0.957924472
ENSG00000171302,CANT1,0.078470816,0.261296574
ENSG00000127022,CANX,-0.052689872,0.634554707
ENSG00000131236,CAP1,-0.021630392,0.92288054
ENSG00000112186,CAP2,-0.01506794,0.982668047
ENSG00000042493,CAPG,-0.109000589,0.781088574
ENSG00000014216,CAPN1,0.033844314,0.777358841
ENSG00000142330,CAPN10,0.082043138,0.601105016
ENSG00000162949,CAPN13,-0.130130514,0.771903789
ENSG00000214711,CAPN14,0.202621624,0.299926918
ENSG00000103326,CAPN15,0.031358931,0.927794929
ENSG00000162909,CAPN2,-0.001556051,0.99643623
ENSG00000092529,CAPN3,-0.202059032,0.47836869
ENSG00000149260,CAPN5,0.117284245,0.233946574
ENSG00000131375,CAPN7,-0.037489865,0.837152242
ENSG00000135773,CAPN9,0.025360949,0.978573429
ENSG00000126247,CAPNS1,-0.010336338,0.977348981
ENSG00000135387,CAPRIN1,-0.015756393,0.932769661
ENSG00000110888,CAPRIN2,0.107384607,0.121226013
ENSG00000105519,CAPS,0.040946774,0.919174647
ENSG00000180881,CAPS2,-0.028916447,0.913315431
ENSG00000116489,CAPZA1,0.010748465,0.978120669
ENSG00000198898,CAPZA2,-0.106845789,0.707404771
ENSG00000077549,CAPZB,0.003818748,0.985205826
ENSG00000100065,CARD10,-0.107554999,0.849661466
ENSG00000198286,CARD11,-0.061101955,0.890039409
ENSG00000141527,CARD14,0.15517254,0.573847064
ENSG00000165233,CARD19,0.136394569,0.327492769
ENSG00000132357,CARD6,-0.125032065,0.817530017
ENSG00000105483,CARD8,-0.213337105,0.325613201
ENSG00000187796,CARD9,0.046624608,0.941922161
ENSG00000138380,CARF,-0.056560007,0.645019932
ENSG00000153048,CARHSP1,0.013414773,0.978830209
ENSG00000142453,CARM1,0.106050385,0.209117993
ENSG00000079691,CARMIL1,-0.059279661,0.860020764
ENSG00000159753,CARMIL2,0.08220701,0.58840056
ENSG00000186648,CARMIL3,0.153135,0.282841233
ENSG00000156017,CARNMT1,-0.116000366,0.413154507
ENSG00000172508,CARNS1,-0.048427978,0.949017446
ENSG00000110619,CARS,0.055057861,0.687029471
ENSG00000134905,CARS2,0.097240982,0.147879563
ENSG00000164326,CARTPT,0.143638713,0.88724757
ENSG00000118307,CASC1,-0.03418651,0.936109252
ENSG00000204682,CASC10,-0.054047517,0.890430567
ENSG00000108349,CASC3,-0.090597042,0.442882501
ENSG00000166734,CASC4,-0.041460077,0.715169191
ENSG00000127995,CASD1,-0.020330955,0.975916698
ENSG00000147044,CASK,-0.010622737,0.962465684
ENSG00000167971,CASKIN1,-0.039209294,0.882104544
ENSG00000177303,CASKIN2,-0.060510889,0.905005253
ENSG00000137752,CASP1,0.114561731,0.849499807
ENSG00000003400,CASP10,-0.050188718,0.9455997
ENSG00000106144,CASP2,0.050688253,0.678384837
ENSG00000164305,CASP3,-0.103022588,0.420277333
ENSG00000138794,CASP6,0.078930523,0.792734651
ENSG00000165806,CASP7,-0.055802629,0.941654349
ENSG00000064012,CASP8,0.119937382,0.654939796
ENSG00000118412,CASP8AP2,-0.097880789,0.385010305
ENSG00000132906,CASP9,-0.006029574,0.982906832
ENSG00000143318,CASQ1,0.004555411,0.993469394
ENSG00000118729,CASQ2,-0.128418088,0.895660036
ENSG00000087589,CASS4,-0.291515254,0.491815378
ENSG00000153113,CAST,-0.024123517,0.913682996
ENSG00000239282,CASTOR1,-0.039694559,0.961654245
ENSG00000274070,CASTOR2,-0.037170485,0.785165441
ENSG00000239521,CASTOR3,-0.06315452,0.644558242
ENSG00000121691,CAT,-0.042029812,0.909417652
ENSG00000166762,CATSPER2,0.082661875,0.579843693
ENSG00000179397,CATSPERE,0.073956124,0.775732252
ENSG00000099338,CATSPERG,0.099992594,0.700247434
ENSG00000105974,CAV1,-0.30912157,0.285123724
ENSG00000105971,CAV2,-0.052465012,0.890430567
ENSG00000177469,CAVIN1,-0.127861653,0.820090518
ENSG00000168497,CAVIN2,-0.303486557,0.575528811
ENSG00000170955,CAVIN3,-0.190119594,0.702255172
ENSG00000170681,CAVIN4,-0.067681341,0.734314751
ENSG00000099625,CBARP,-0.024860636,0.965921501
ENSG00000078699,CBFA2T2,0.042874357,0.585821914
ENSG00000129993,CBFA2T3,0.002039816,0.995752405
ENSG00000067955,CBFB,0.065225037,0.793283166
ENSG00000110395,CBL,-0.064683855,0.386492877
ENSG00000114423,CBLB,0.000455696,0.99750243
ENSG00000105879,CBLL1,-0.016495917,0.952149863
ENSG00000102924,CBLN1,0.048123217,0.932905152
ENSG00000141668,CBLN2,0.051824358,0.897506381
ENSG00000139899,CBLN3,-0.214364364,0.56499273
ENSG00000054803,CBLN4,-0.01818272,0.975791419
ENSG00000159228,CBR1,-0.023816289,0.950946296
ENSG00000159231,CBR3,0.072917063,0.873714781
ENSG00000145439,CBR4,-0.060442793,0.635447958
ENSG00000160200,CBS,-0.313154702,0.515083562
ENSG00000274276,CBSL,0.214287329,0.857296872
ENSG00000172785,CBWD1,0.016427353,0.971009081
ENSG00000136682,CBWD2,-0.080863967,0.586403179
ENSG00000196873,CBWD3,0.084093963,0.799155955
ENSG00000147996,CBWD5,0.153712331,0.506859278
ENSG00000215126,CBWD6,0.060318816,0.899126109
ENSG00000108468,CBX1,-0.004725849,0.980236719
ENSG00000122565,CBX3,-0.042720634,0.866577028
ENSG00000141582,CBX4,0.091358974,0.372810762
ENSG00000094916,CBX5,-0.058593253,0.603172264
ENSG00000183741,CBX6,-0.010278579,0.969103044
ENSG00000100307,CBX7,0.006807441,0.977487892
ENSG00000141570,CBX8,-0.048888182,0.866417091
ENSG00000100211,CBY1,0.03631719,0.882578069
ENSG00000204659,CBY3,-0.068109425,0.922441341
ENSG00000132024,CC2D1A,0.077794273,0.573847064
ENSG00000154222,CC2D1B,0.004610121,0.985141131
ENSG00000048342,CC2D2A,0.035842327,0.890357351
ENSG00000060339,CCAR1,-0.016029512,0.951981081
ENSG00000158941,CCAR2,0.030522197,0.754059973
ENSG00000183287,CCBE1,0.21554717,0.218728954
ENSG00000135736,CCDC102A,-0.161893041,0.775033857
ENSG00000150636,CCDC102B,0.020970765,0.94728293
ENSG00000173581,CCDC106,-0.08091225,0.524186989
ENSG00000159884,CCDC107,0.033638658,0.946270488
ENSG00000168491,CCDC110,-0.117574336,0.806448284
ENSG00000164221,CCDC112,-0.086125492,0.637446433
ENSG00000103021,CCDC113,0.019641374,0.932137776
ENSG00000105479,CCDC114,0.176476146,0.643315101
ENSG00000136710,CCDC115,-0.02971726,0.88889913
ENSG00000159873,CCDC117,-0.001269842,0.99643623
ENSG00000160799,CCDC12,0.011511955,0.958611828
ENSG00000147144,CCDC120,0.110138938,0.389459056
ENSG00000176714,CCDC121,-0.167489965,0.451611081
ENSG00000151773,CCDC122,0.188990703,0.589695504
ENSG00000007080,CCDC124,0.009262954,0.970346454
ENSG00000183323,CCDC125,-0.027172205,0.915758144
ENSG00000169193,CCDC126,0.0640585,0.836589222
ENSG00000164366,CCDC127,-0.110025352,0.290584745
ENSG00000244607,CCDC13,0.011138466,0.984054408
ENSG00000104957,CCDC130,0.058300082,0.72777446
ENSG00000100147,CCDC134,-0.09570236,0.691043874
ENSG00000128596,CCDC136,0.036713301,0.790388352
ENSG00000185298,CCDC137,0.046616245,0.742537329
ENSG00000163006,CCDC138,0.007050057,0.985205826
ENSG00000175455,CCDC14,0.034438525,0.857649645
ENSG00000135637,CCDC142,-0.066376272,0.745814173
ENSG00000170160,CCDC144A,0.176816427,0.718896873
ENSG00000205212,CCDC144NL,0.244621461,0.351295425
ENSG00000135205,CCDC146,-0.011054751,0.977737193
ENSG00000153237,CCDC148,-0.001392214,0.99643623
ENSG00000181982,CCDC149,0.051453588,0.424606735
ENSG00000149548,CCDC15,0.006276983,0.993415803
ENSG00000198003,CCDC151,0.026290385,0.963491963
ENSG00000198865,CCDC152,-0.077185891,0.890430567
ENSG00000197599,CCDC154,0.031929948,0.964368664
ENSG00000187860,CCDC157,0.032980013,0.901937064
ENSG00000163749,CCDC158,-0.058603018,0.834302438
ENSG00000183401,CCDC159,0.030206393,0.945625256
ENSG00000280670,CCDC163,0.128842159,0.846331385
ENSG00000198937,CCDC167,-0.096049829,0.621433195
ENSG00000159588,CCDC17,0.188848372,0.59948815
ENSG00000120262,CCDC170,0.064331292,0.838627458
ENSG00000164989,CCDC171,0.139421782,0.222196148
ENSG00000154479,CCDC173,-0.108845331,0.775033857
ENSG00000154781,CCDC174,-0.02680802,0.85526192
ENSG00000151838,CCDC175,0.106656233,0.798465094
ENSG00000267909,CCDC177,-0.02446043,0.941264093
ENSG00000122483,CCDC18,0.041117571,0.924772208
ENSG00000197816,CCDC180,0.064832495,0.758446797
ENSG00000117477,CCDC181,-0.005416396,0.988661018
ENSG00000213213,CCDC183,-0.105693709,0.659316139
ENSG00000177875,CCDC184,-0.110230701,0.728124862
ENSG00000165813,CCDC186,-0.044234158,0.81973942
ENSG00000234409,CCDC188,0.048396559,0.92288054
ENSG00000196118,CCDC189,0.011705349,0.98682213
ENSG00000163617,CCDC191,-0.031452607,0.930848806
ENSG00000230561,CCDC192,0.119050245,0.721791639
ENSG00000196553,CCDC196,0.075846363,0.866979839
ENSG00000101997,CCDC22,-0.016111221,0.945718667
ENSG00000159214,CCDC24,0.095650355,0.497382424
ENSG00000147419,CCDC25,-0.042398618,0.841769944
ENSG00000024862,CCDC28A,-0.01259027,0.979342998
ENSG00000160050,CCDC28B,-0.017186785,0.964188594
ENSG00000151468,CCDC3,0.099865981,0.512218057
ENSG00000186409,CCDC30,-0.019886242,0.94119095
ENSG00000128891,CCDC32,0.019987158,0.945460211
ENSG00000109881,CCDC34,0.12600343,0.413154507
ENSG00000173421,CCDC36,-0.252946228,0.483332661
ENSG00000145075,CCDC39,-0.019524972,0.964562034
ENSG00000141519,CCDC40,-0.006570988,0.990506835
ENSG00000180329,CCDC43,-0.074060615,0.758724448
ENSG00000108588,CCDC47,-0.02554042,0.888605492
ENSG00000152492,CCDC50,-0.126246166,0.442882501
ENSG00000164051,CCDC51,-0.023035776,0.943283451
ENSG00000176155,CCDC57,0.063544424,0.741900176
ENSG00000160124,CCDC58,-0.046668639,0.875256562
ENSG00000133773,CCDC59,-0.013327183,0.962567065
ENSG00000108091,CCDC6,0.044473251,0.896834134
ENSG00000183273,CCDC60,0.146852343,0.653836421
ENSG00000104983,CCDC61,0.069409189,0.759532967
ENSG00000130783,CCDC62,0.025869165,0.941264093
ENSG00000139537,CCDC65,0.042762036,0.866417091
ENSG00000180376,CCDC66,0.053872336,0.775665734
ENSG00000166510,CCDC68,-0.023452101,0.963785857
ENSG00000198624,CCDC69,-0.024334228,0.962311893
ENSG00000216937,CCDC7,-0.180468785,0.403779296
ENSG00000123171,CCDC70,0.379919452,0.363394776
ENSG00000177352,CCDC71,0.024145699,0.921441173
ENSG00000253276,CCDC71L,0.111681736,0.502069631
ENSG00000163040,CCDC74A,0.088636942,0.702508712
ENSG00000152076,CCDC74B,0.121472459,0.629885545
ENSG00000120647,CCDC77,0.013869715,0.971806733
ENSG00000162004,CCDC78,0.051398795,0.893570188
ENSG00000169515,CCDC8,-0.080955553,0.881992592
ENSG00000091986,CCDC80,-0.165908661,0.56499273
ENSG00000149201,CCDC81,0.23338911,0.326398785
ENSG00000149231,CCDC82,0.000241202,0.999068733
ENSG00000186166,CCDC84,0.05135304,0.771903789
ENSG00000055813,CCDC85A,-0.002477772,0.994860159
ENSG00000175602,CCDC85B,-0.046585569,0.829860373
ENSG00000205476,CCDC85C,0.008199113,0.982906832
ENSG00000110104,CCDC86,0.008406524,0.982906832
ENSG00000182791,CCDC87,-0.175448653,0.456391215
