Geneid,Genename,MDD.sgPFC.log2FoldChange,MDD.sgPFC.padj
ENSG00000175497,DPP10,0.234641727,0.028120762
ENSG00000254986,DPP3,-0.194454253,0.009960975
ENSG00000197635,DPP4,0.250447146,0.080188018
ENSG00000130226,DPP6,0.05504027,0.726907513
ENSG00000176978,DPP7,-0.256377603,0.133811345
ENSG00000074603,DPP8,0.229563423,0.020957086
ENSG00000142002,DPP9,-0.170273336,0.022809793
ENSG00000173852,DPY19L1,0.263537302,0.065634417
ENSG00000177990,DPY19L2,0.171099235,0.094590088
ENSG00000178904,DPY19L3,0.098803727,0.362960527
ENSG00000156162,DPY19L4,0.182045002,0.167428545
ENSG00000162961,DPY30,0.066475526,0.303566762
ENSG00000188641,DPYD,0.155304705,0.052334944
ENSG00000147647,DPYS,0.009915102,0.95128626
ENSG00000092964,DPYSL2,0.085410648,0.573628243
ENSG00000113657,DPYSL3,0.055577992,0.407127131
ENSG00000151640,DPYSL4,-0.206776701,0.008584627
ENSG00000157851,DPYSL5,-0.175426642,0.022379472
ENSG00000117505,DR1,0.12766498,0.102189159
ENSG00000136048,DRAM1,0.193573394,0.142955664
ENSG00000156171,DRAM2,0.230465774,0.029893357
ENSG00000175550,DRAP1,-0.090776399,0.215083572
ENSG00000162490,DRAXIN,-0.081805655,0.509996174
ENSG00000157856,DRC1,0.038133631,0.723658983
ENSG00000171962,DRC3,-0.099391251,0.203516965
ENSG00000184845,DRD1,0.119479155,0.468098364
ENSG00000149295,DRD2,0.065144302,0.886428575
ENSG00000069696,DRD4,-0.184691908,0.28097936
ENSG00000169676,DRD5,-0.058462847,0.703919685
ENSG00000185721,DRG1,0.133893332,0.112173961
ENSG00000108591,DRG2,-0.1154336,0.052062982
ENSG00000165606,DRGX,-0.1675367,0.487884085
ENSG00000189269,DRICH1,-0.433754616,0.031488901
ENSG00000113360,DROSHA,0.1029062,0.064163589
ENSG00000102385,DRP2,-0.040389812,0.775297313
ENSG00000134755,DSC2,0.384026074,0.00820956
ENSG00000171587,DSCAM,-0.055667035,0.497906617
ENSG00000177103,DSCAML1,-0.115470339,0.126905181
ENSG00000136982,DSCC1,-0.066865046,0.689285857
ENSG00000111817,DSE,0.042484721,0.760910358
ENSG00000171451,DSEL,0.179976004,0.106242927
ENSG00000149636,DSN1,0.247848582,0.012605943
ENSG00000096696,DSP,-0.023686579,0.930404194
ENSG00000151914,DST,0.133674235,0.40300709
ENSG00000125868,DSTN,0.298456796,0.048236544
ENSG00000133059,DSTYK,0.117407016,0.075528552
ENSG00000125821,DTD1,-0.065110011,0.410788831
ENSG00000129480,DTD2,0.131334321,0.135078573
ENSG00000134769,DTNA,0.027503892,0.831531411
ENSG00000138101,DTNB,-0.012149518,0.801359653
ENSG00000047579,DTNBP1,-0.002223606,0.978263041
ENSG00000104047,DTWD1,0.257064848,0.022507735
ENSG00000169570,DTWD2,0.000459513,0.994890852
ENSG00000135144,DTX1,-0.228080533,0.005803438
ENSG00000091073,DTX2,-0.224996447,0.081394186
ENSG00000178498,DTX3,-0.136959669,0.0206141
ENSG00000163840,DTX3L,0.105402966,0.554832297
ENSG00000110042,DTX4,-0.169560072,0.006825993
ENSG00000168393,DTYMK,-0.132237259,0.081358062
ENSG00000137857,DUOX1,-0.001217724,0.991512162
ENSG00000169718,DUS1L,-0.269823559,0.031433734
ENSG00000167264,DUS2,-0.011414683,0.851183773
ENSG00000141994,DUS3L,-0.310318016,0.008640467
ENSG00000105865,DUS4L,0.337674254,0.015533606
ENSG00000120129,DUSP1,-0.466900578,0.048731993
ENSG00000143507,DUSP10,-0.062343317,0.551351788
ENSG00000144048,DUSP11,0.209243624,0.00820956
ENSG00000081721,DUSP12,-0.004760671,0.955992665
ENSG00000276023,DUSP14,-0.093955271,0.406667076
ENSG00000149599,DUSP15,-0.175766459,0.148864655
ENSG00000111266,DUSP16,0.068598869,0.311605546
ENSG00000167065,DUSP18,-0.039465666,0.65738023
ENSG00000162999,DUSP19,0.16062269,0.062844566
ENSG00000158050,DUSP2,-0.151065972,0.473671857
ENSG00000112679,DUSP22,-0.03512069,0.481001786
ENSG00000158716,DUSP23,-0.003362972,0.983074774
ENSG00000133878,DUSP26,-0.141424292,0.255621928
ENSG00000198842,DUSP27,-0.272329663,0.045748201
ENSG00000188542,DUSP28,-0.093382488,0.093372716
ENSG00000108861,DUSP3,-0.002330131,0.975194849
ENSG00000120875,DUSP4,-0.452067374,0.066010047
ENSG00000138166,DUSP5,0.138729774,0.541151336
ENSG00000139318,DUSP6,-0.076110655,0.62929089
ENSG00000164086,DUSP7,-0.184013784,0.013579485
ENSG00000184545,DUSP8,-0.287472774,0.008381025
ENSG00000130829,DUSP9,-0.255902111,0.11212781
ENSG00000128951,DUT,0.037474437,0.613324695
ENSG00000107404,DVL1,-0.325993525,0.005233646
ENSG00000004975,DVL2,-0.195420154,0.104179414
ENSG00000161202,DVL3,-0.173719562,0.007540674
ENSG00000204348,DXO,-0.055213104,0.611686648
ENSG00000133665,DYDC2,0.23207059,0.28446671
ENSG00000141627,DYM,0.13236093,0.016042802
ENSG00000197102,DYNC1H1,0.02542515,0.714750409
ENSG00000158560,DYNC1I1,0.151440502,0.369239165
ENSG00000077380,DYNC1I2,0.136448167,0.017386189
ENSG00000144635,DYNC1LI1,0.098495982,0.266529372
ENSG00000135720,DYNC1LI2,-0.043301969,0.618138926
ENSG00000187240,DYNC2H1,0.27072777,0.02339835
ENSG00000138036,DYNC2LI1,0.309080743,0.005382283
ENSG00000088986,DYNLL1,0.146309545,0.260328743
ENSG00000264364,DYNLL2,-0.066414401,0.394043305
ENSG00000125971,DYNLRB1,0.025516743,0.767581005
ENSG00000168589,DYNLRB2,0.085286169,0.602167804
ENSG00000146425,DYNLT1,0.128507694,0.185518372
ENSG00000165169,DYNLT3,0.291298414,0.120594353
ENSG00000157540,DYRK1A,0.059925181,0.190165518
ENSG00000105204,DYRK1B,-0.22158249,0.005709868
ENSG00000127334,DYRK2,-0.029200304,0.729759887
ENSG00000143479,DYRK3,0.021916715,0.859435467
ENSG00000010219,DYRK4,0.021181069,0.726553323
ENSG00000135636,DYSF,-0.01862209,0.869172422
ENSG00000089091,DZANK1,0.079999369,0.276312404
ENSG00000134874,DZIP1,0.144920299,0.013640267
ENSG00000158163,DZIP1L,-0.088539333,0.526898225
ENSG00000198919,DZIP3,0.301051328,0.013833795
ENSG00000101412,E2F1,-0.23604671,0.009842074
ENSG00000112242,E2F3,0.023861675,0.742727386
ENSG00000205250,E2F4,-0.182624726,0.034744472
ENSG00000133740,E2F5,0.082983767,0.445391285
ENSG00000169016,E2F6,0.004912144,0.932014637
ENSG00000167967,E4F1,-0.25337112,0.035588062
ENSG00000144597,EAF1,0.11386575,0.130511352
ENSG00000145088,EAF2,0.2782927,0.007756461
ENSG00000129518,EAPP,0.238077751,0.0206141
ENSG00000103356,EARS2,0.040622976,0.390542109
ENSG00000147654,EBAG9,0.225543148,0.066045138
ENSG00000164330,EBF1,-0.215297521,0.214411311
ENSG00000108001,EBF3,0.225624615,0.120925609
ENSG00000088881,EBF4,-0.324824394,0.018315617
ENSG00000105246,EBI3,-0.070980222,0.810432916
ENSG00000255423,EBLN2,0.119246578,0.310699953
ENSG00000117395,EBNA1BP2,0.095558281,0.305298812
ENSG00000147155,EBP,-0.155875617,0.136183676
ENSG00000123179,EBPL,-0.083059052,0.391223866
ENSG00000122882,ECD,0.134103283,0.019478046
ENSG00000117298,ECE1,-0.083855747,0.444449052
ENSG00000145194,ECE2,-0.165026426,0.091425355
ENSG00000104823,ECH1,-0.073171886,0.266083083
ENSG00000093144,ECHDC1,0.157270219,0.207954887
ENSG00000121310,ECHDC2,-0.120522747,0.371397228
ENSG00000134463,ECHDC3,0.00734272,0.969069791
ENSG00000127884,ECHS1,-0.063985515,0.366815558
ENSG00000167969,ECI1,-0.33352772,0.008118354
ENSG00000198721,ECI2,0.14021663,0.085721693
ENSG00000143369,ECM1,-0.102905641,0.369284128
ENSG00000106823,ECM2,0.008155395,0.967018809
ENSG00000136813,ECPAS,0.107024807,0.419322274
ENSG00000130159,ECSIT,-0.21448905,0.00643382
ENSG00000114346,ECT2,0.304541998,0.009531836
ENSG00000203734,ECT2L,0.004264915,0.982437947
ENSG00000158813,EDA,-0.075376788,0.525489028
ENSG00000179151,EDC3,-0.087122807,0.044872996
ENSG00000038358,EDC4,-0.14628862,0.034496633
ENSG00000267710,EDDM13,-0.16359175,0.173398048
ENSG00000134109,EDEM1,0.122670039,0.021874799
ENSG00000088298,EDEM2,-0.090287913,0.171182126
ENSG00000116406,EDEM3,0.218724749,0.015786218
ENSG00000107223,EDF1,-0.152712532,0.258888628
ENSG00000164176,EDIL3,0.17174594,0.152350641
ENSG00000078401,EDN1,0.547748969,0.035898273
ENSG00000124205,EDN3,-0.572499017,0.00351308
ENSG00000151617,EDNRA,0.014269022,0.922385651
ENSG00000136160,EDNRB,-0.124698826,0.493298928
ENSG00000107938,EDRF1,0.158128694,0.053737309
ENSG00000102189,EEA1,0.294001341,0.011273535
ENSG00000074266,EED,0.098621818,0.147318743
ENSG00000156508,EEF1A1,-0.017206514,0.925627529
ENSG00000101210,EEF1A2,-0.078217323,0.435101349
ENSG00000150456,EEF1AKMT1,0.029373372,0.640856646
ENSG00000203791,EEF1AKMT2,0.245009483,0.034932346
ENSG00000123427,EEF1AKMT3,0.109319546,0.412567228
ENSG00000114942,EEF1B2,0.029998603,0.792620238
ENSG00000104529,EEF1D,-0.314026867,0.031123553
ENSG00000124802,EEF1E1,0.317859755,0.047798058
ENSG00000167658,EEF2,-0.10082871,0.10527208
ENSG00000103319,EEF2K,0.054775595,0.609677433
ENSG00000118894,EEF2KMT,-0.161918462,0.072831354
ENSG00000132394,EEFSEC,-0.140073506,0.009242828
ENSG00000122547,EEPD1,-0.228884957,0.028331325
ENSG00000034239,EFCAB1,0.087506467,0.667050887
ENSG00000185055,EFCAB10,0.098264784,0.480564674
ENSG00000140025,EFCAB11,0.040926399,0.648431368
ENSG00000172771,EFCAB12,-0.04741684,0.730731713
ENSG00000178852,EFCAB13,0.253185359,0.074704953
ENSG00000159658,EFCAB14,0.054370617,0.522285066
ENSG00000203666,EFCAB2,-0.047879524,0.661920443
ENSG00000176927,EFCAB5,0.026819535,0.817922253
ENSG00000186976,EFCAB6,0.051046352,0.50664653
ENSG00000203965,EFCAB7,0.348270562,0.005925433
ENSG00000114654,EFCC1,-0.357416019,0.014746674
ENSG00000115380,EFEMP1,0.140251128,0.387087079
ENSG00000172638,EFEMP2,-0.238844357,0.086591293
ENSG00000163576,EFHB,0.078227583,0.797839664
ENSG00000096093,EFHC1,0.042617271,0.552303051
ENSG00000183690,EFHC2,0.113852387,0.407005751
ENSG00000115468,EFHD1,-0.060339541,0.664228636
ENSG00000142634,EFHD2,-0.102657724,0.402466106
ENSG00000140598,EFL1,0.112263007,0.062128315
ENSG00000169242,EFNA1,0.32587714,0.081576589
ENSG00000099617,EFNA2,-0.354331072,0.040308336
ENSG00000143590,EFNA3,-0.079810677,0.472412543
ENSG00000243364,EFNA4,-0.162543978,0.418412248
ENSG00000184349,EFNA5,0.197149847,0.006710951
ENSG00000090776,EFNB1,-0.268701419,0.068321889
ENSG00000125266,EFNB2,-0.047126359,0.387553327
ENSG00000108947,EFNB3,0.02832737,0.790289213
ENSG00000132294,EFR3A,0.221341093,0.184244595
ENSG00000084710,EFR3B,-0.164128935,0.003369252
ENSG00000100842,EFS,-0.345876741,0.024305477
ENSG00000108883,EFTUD2,0.062756555,0.300894571
ENSG00000138798,EGF,0.221247939,0.036399176
ENSG00000172889,EGFL7,-0.306597964,0.124600711
ENSG00000241404,EGFL8,-0.132234575,0.473671857
ENSG00000146648,EGFR,-0.091564031,0.609504311
ENSG00000135766,EGLN1,0.014302872,0.771244833
ENSG00000269858,EGLN2,-0.124744877,0.190165518
ENSG00000129521,EGLN3,-0.131042683,0.204992694
ENSG00000120738,EGR1,-0.05015692,0.873753311
ENSG00000122877,EGR2,0.087480957,0.830530262
ENSG00000179388,EGR3,0.017158263,0.945998356
ENSG00000135625,EGR4,0.088552904,0.83713626
ENSG00000115504,EHBP1,0.252993781,0.01220654
ENSG00000173442,EHBP1L1,-0.260825837,0.045939797
ENSG00000110047,EHD1,-0.151171669,0.077734149
ENSG00000024422,EHD2,-0.122331553,0.388527774
ENSG00000013016,EHD3,-0.017332797,0.863194054
ENSG00000103966,EHD4,-0.038278719,0.770329943
ENSG00000113790,EHHADH,0.153948593,0.12056579
ENSG00000181090,EHMT1,-0.229370107,0.070487984
ENSG00000204371,EHMT2,-0.179494836,0.004594589
ENSG00000149547,EI24,0.032237598,0.577385896
ENSG00000255302,EID1,0.101875745,0.317176873
ENSG00000176396,EID2,-0.114899298,0.264583875
ENSG00000176401,EID2B,0.237064244,0.033521991
ENSG00000255150,EID3,0.168199337,0.051354372
ENSG00000173812,EIF1,0.048708486,0.534311672
ENSG00000175376,EIF1AD,0.010955504,0.843825958
ENSG00000173674,EIF1AX,0.216711596,0.124118291
ENSG00000198692,EIF1AY,0.090276395,0.730287059
ENSG00000114784,EIF1B,0.191531589,0.043697939
ENSG00000144895,EIF2A,0.313098657,0.012599394
ENSG00000086232,EIF2AK1,0.077689971,0.525853587
ENSG00000055332,EIF2AK2,0.240429635,0.023223529
ENSG00000172071,EIF2AK3,0.211604661,0.013390757
ENSG00000128829,EIF2AK4,0.081701569,0.049642163
ENSG00000111361,EIF2B1,0.024641489,0.660399977
ENSG00000119718,EIF2B2,0.001965325,0.97066168
ENSG00000070785,EIF2B3,0.065746647,0.348701593
ENSG00000115211,EIF2B4,-0.050379552,0.329156513
ENSG00000145191,EIF2B5,-0.000862616,0.988720171
ENSG00000143486,EIF2D,-0.015630089,0.84425731
ENSG00000134001,EIF2S1,0.27053585,0.018954391
ENSG00000125977,EIF2S2,0.172362576,0.022809793
ENSG00000130741,EIF2S3,0.154733064,0.227414091
ENSG00000107581,EIF3A,0.117641168,0.076975738
ENSG00000106263,EIF3B,-0.101035731,0.355786341
ENSG00000184110,EIF3C,0.368517939,0.011687498
ENSG00000100353,EIF3D,0.053455384,0.226799736
ENSG00000104408,EIF3E,0.305147222,0.048078695
ENSG00000175390,EIF3F,0.006920426,0.897608723
ENSG00000130811,EIF3G,-0.097450839,0.111708541
ENSG00000147677,EIF3H,0.108527238,0.380118117
ENSG00000084623,EIF3I,0.014855282,0.864233184
ENSG00000104131,EIF3J,0.27744786,0.014462915
ENSG00000178982,EIF3K,-0.075736661,0.062341277
ENSG00000100129,EIF3L,0.120691313,0.190165518
ENSG00000149100,EIF3M,0.191147335,0.035028743
ENSG00000161960,EIF4A1,-0.002438764,0.989033766
ENSG00000156976,EIF4A2,0.300637503,0.075742194
ENSG00000141543,EIF4A3,0.054342632,0.549589497
ENSG00000063046,EIF4B,0.148747488,0.074236995
ENSG00000151247,EIF4E,0.211119354,0.058775259
ENSG00000175766,EIF4E1B,0.118253641,0.34593323
ENSG00000135930,EIF4E2,0.05142472,0.320269289
ENSG00000163412,EIF4E3,0.177547432,0.048574588
ENSG00000187840,EIF4EBP1,-0.151918913,0.262450996
ENSG00000148730,EIF4EBP2,0.03878167,0.712843622
ENSG00000243056,EIF4EBP3,-0.241490024,0.142515056
ENSG00000184708,EIF4ENIF1,0.008709027,0.812467104
ENSG00000114867,EIF4G1,-0.048226502,0.232035085
ENSG00000110321,EIF4G2,0.0841242,0.209435313
ENSG00000075151,EIF4G3,0.086798825,0.13533309
ENSG00000106682,EIF4H,-0.033633237,0.810638216
ENSG00000100664,EIF5,0.17927801,0.071225668
ENSG00000132507,EIF5A,-0.068361337,0.277053592
ENSG00000163577,EIF5A2,0.310202386,0.034525045
ENSG00000158417,EIF5B,0.191236277,0.085877169
ENSG00000242372,EIF6,-0.100950332,0.278242088
ENSG00000032389,EIPR1,-0.145660634,0.006501273
ENSG00000141642,ELAC1,0.078371512,0.371791874
ENSG00000006744,ELAC2,-0.02768136,0.544364437
ENSG00000066044,ELAVL1,0.04925062,0.372468112
ENSG00000107105,ELAVL2,0.182433569,0.340991759
ENSG00000196361,ELAVL3,-0.098736585,0.103778585
ENSG00000162374,ELAVL4,0.269190344,0.052355326
ENSG00000120690,ELF1,0.113068473,0.352794544
ENSG00000109381,ELF2,0.110018198,0.101262024
ENSG00000102034,ELF4,0.131759162,0.546750254
ENSG00000225968,ELFN1,-0.465261278,0.003576848
ENSG00000166897,ELFN2,-0.150944421,0.062259414
ENSG00000126767,ELK1,0.116156445,0.372933175
ENSG00000111145,ELK3,0.054394981,0.61857562
ENSG00000158711,ELK4,0.1287808,0.084574227
ENSG00000105656,ELL,-0.106841463,0.225599423
ENSG00000118985,ELL2,0.394304896,0.003989455
ENSG00000155849,ELMO1,-0.057101522,0.702473699
ENSG00000062598,ELMO2,0.019449787,0.738765256
ENSG00000102890,ELMO3,-0.37817885,0.017504894
ENSG00000110675,ELMOD1,0.203052241,0.123881224
ENSG00000179387,ELMOD2,0.306352183,0.007531082
ENSG00000115459,ELMOD3,-0.07594088,0.298272447
ENSG00000156030,ELMSAN1,0.040158976,0.553348601
ENSG00000049540,ELN,-0.334517324,0.079523596
ENSG00000011007,ELOA,0.01144322,0.792075251
ENSG00000206181,ELOA2,-0.161849744,0.340666062
ENSG00000103363,ELOB,-0.154118663,0.094686997
ENSG00000154582,ELOC,0.061163161,0.661202151
ENSG00000130165,ELOF1,-0.198849436,0.01426296
ENSG00000066322,ELOVL1,-0.165497799,0.195355512
ENSG00000197977,ELOVL2,0.054211193,0.719766143
ENSG00000119915,ELOVL3,0.045516961,0.854316201
ENSG00000118402,ELOVL4,0.167437128,0.331211584
ENSG00000012660,ELOVL5,0.187349133,0.245032345
ENSG00000170522,ELOVL6,0.200074516,0.042828729
ENSG00000164181,ELOVL7,0.299959845,0.03663353
ENSG00000070061,ELP1,0.007151721,0.958624983
ENSG00000134759,ELP2,0.163611409,0.024692861
ENSG00000134014,ELP3,0.064831086,0.605630939
ENSG00000109911,ELP4,0.080518665,0.366099125
ENSG00000170291,ELP5,-0.168563985,0.014245437
ENSG00000163832,ELP6,-0.114043511,0.023180171
ENSG00000170571,EMB,0.3235041,0.014877214
ENSG00000127463,EMC1,0.082384042,0.089605729
ENSG00000161671,EMC10,-0.161953319,0.0408276
ENSG00000104412,EMC2,0.233426829,0.093389303
ENSG00000125037,EMC3,0.091259681,0.187090016
ENSG00000128463,EMC4,0.01606022,0.871101967
ENSG00000127774,EMC6,-0.193974747,0.277843116
ENSG00000134153,EMC7,0.110759946,0.218931267
ENSG00000131148,EMC8,-0.154227655,0.020213908
ENSG00000100908,EMC9,-0.16266777,0.139893436
ENSG00000164035,EMCN,-0.115863457,0.556103302
ENSG00000102119,EMD,-0.104837743,0.358601438
ENSG00000197774,EME2,-0.308298455,0.084042812
ENSG00000268439,EMG1,0.03228788,0.842329921
ENSG00000186998,EMID1,-0.38132778,0.008561323
ENSG00000138080,EMILIN1,-0.226118114,0.150766137
ENSG00000132205,EMILIN2,0.131544415,0.401700286
ENSG00000183798,EMILIN3,-0.11123386,0.536370115
ENSG00000066629,EML1,0.07696679,0.336882385
ENSG00000125746,EML2,-0.148251222,0.018426625
ENSG00000149499,EML3,-0.125223819,0.409325599
ENSG00000143924,EML4,0.226340748,0.017621379
ENSG00000165521,EML5,0.21624692,0.028077581
ENSG00000214595,EML6,0.024834273,0.781000856
ENSG00000134531,EMP1,0.885898172,0.013629836
ENSG00000213853,EMP2,0.161956879,0.335051389
ENSG00000142227,EMP3,-0.026626785,0.887218857
ENSG00000158636,EMSY,0.070953658,0.208011981
ENSG00000135638,EMX1,-0.119575573,0.281422991
ENSG00000170370,EMX2,0.059748457,0.708257527
ENSG00000154380,ENAH,0.018915972,0.846228032
ENSG00000171617,ENC1,0.162533693,0.324085563
ENSG00000149218,ENDOD1,0.13337642,0.062503312
ENSG00000167136,ENDOG,-0.484704613,0.01715677
ENSG00000111405,ENDOU,-0.049078067,0.779046756
ENSG00000173818,ENDOV,-0.128394778,0.029511899
ENSG00000106991,ENG,-0.309157354,0.156468453
ENSG00000167280,ENGASE,-0.241847144,0.057896477
ENSG00000168913,ENHO,-0.515658566,0.011753891
ENSG00000124074,ENKD1,-0.187166593,0.042187783
ENSG00000151023,ENKUR,0.088441459,0.42847319
ENSG00000074800,ENO1,-0.013949237,0.852793754
ENSG00000111674,ENO2,0.048820234,0.72411891
ENSG00000108515,ENO3,-0.360891904,0.017309355
ENSG00000188316,ENO4,0.102949075,0.335655357
ENSG00000145293,ENOPH1,0.045627186,0.611467974
ENSG00000132199,ENOSF1,-0.049160231,0.742060664
ENSG00000120658,ENOX1,-0.062924106,0.188320025
ENSG00000165675,ENOX2,0.085457771,0.444308702
ENSG00000138792,ENPEP,0.210388434,0.346256085
ENSG00000136960,ENPP2,-0.005394961,0.983790309
ENSG00000001561,ENPP4,0.420821295,0.006362528
ENSG00000112796,ENPP5,0.359423676,0.014381092
ENSG00000164303,ENPP6,-0.033649029,0.838749398
ENSG00000143420,ENSA,-0.004219725,0.954207829
ENSG00000138185,ENTPD1,0.057820489,0.440400544
ENSG00000054179,ENTPD2,-0.22797289,0.205455174
ENSG00000168032,ENTPD3,0.108845186,0.356247091
ENSG00000197217,ENTPD4,0.031482145,0.826346472
ENSG00000187097,ENTPD5,0.089514271,0.218742103
ENSG00000197586,ENTPD6,-0.0582618,0.462666854
ENSG00000198018,ENTPD7,0.060827207,0.39297924
ENSG00000188833,ENTPD8,-0.261561522,0.201577308
ENSG00000165689,ENTR1,-0.255087,0.045232015
ENSG00000120533,ENY2,0.22135978,0.073466594
ENSG00000163378,EOGT,0.069695446,0.488492375
ENSG00000100393,EP300,-0.047581356,0.186272117
ENSG00000183495,EP400,-0.06735555,0.182010122
ENSG00000116016,EPAS1,-0.154072708,0.354393426
ENSG00000159023,EPB41,0.122744972,0.25887464
ENSG00000088367,EPB41L1,-0.005432903,0.925767708
ENSG00000079819,EPB41L2,-0.037313671,0.796256936
ENSG00000082397,EPB41L3,0.092143451,0.339834237
ENSG00000129595,EPB41L4A,0.037820685,0.75153772
ENSG00000095203,EPB41L4B,0.02041609,0.889266927
ENSG00000115109,EPB41L5,0.078956101,0.343577378
ENSG00000120616,EPC1,0.128001183,0.095178341
ENSG00000135999,EPC2,0.112065325,0.112936953
ENSG00000119888,EPCAM,0.045498412,0.88997488
ENSG00000086289,EPDR1,0.033810854,0.864424026
ENSG00000152223,EPG5,0.098754599,0.066563689
ENSG00000183317,EPHA10,-0.142224221,0.063134167
ENSG00000142627,EPHA2,0.12015873,0.677349303
ENSG00000044524,EPHA3,0.027329391,0.800363285
ENSG00000116106,EPHA4,0.232323446,0.048182157
ENSG00000145242,EPHA5,0.218936377,0.163185641
ENSG00000080224,EPHA6,0.083132812,0.425153907
ENSG00000135333,EPHA7,0.179243955,0.2309334
ENSG00000070886,EPHA8,-0.1070116,0.418412248
ENSG00000154928,EPHB1,-0.246490082,0.02464157
ENSG00000133216,EPHB2,-0.173464177,0.0106063
ENSG00000182580,EPHB3,-0.406820991,0.004396595
ENSG00000196411,EPHB4,-0.32243215,0.1302692
ENSG00000106123,EPHB6,-0.215596998,0.141086873
ENSG00000143819,EPHX1,-0.066015977,0.626539261
ENSG00000120915,EPHX2,-0.20717458,0.092861141
ENSG00000172031,EPHX4,0.085584593,0.4312166
ENSG00000112425,EPM2A,-0.07918153,0.473671857
ENSG00000178567,EPM2AIP1,0.319776662,0.013145164
ENSG00000063245,EPN1,-0.220826761,0.007515933
ENSG00000072134,EPN2,-0.16161376,0.037453645
ENSG00000049283,EPN3,-0.16416036,0.175824411
ENSG00000273604,EPOP,-0.244553905,0.030376785
ENSG00000187266,EPOR,-0.175305835,0.115056406
ENSG00000136628,EPRS,0.207744776,0.020556736
ENSG00000085832,EPS15,0.202505974,0.044889677
ENSG00000127527,EPS15L1,-0.047375313,0.279197743
ENSG00000151491,EPS8,-0.035945249,0.769630393
ENSG00000177106,EPS8L2,-0.049817834,0.809797582
ENSG00000133106,EPSTI1,-0.254147847,0.137220281
ENSG00000121053,EPX,-0.068395401,0.588852643
ENSG00000132591,ERAL1,-0.039518934,0.484880683
ENSG00000164307,ERAP1,0.164917255,0.023611344
ENSG00000164308,ERAP2,0.124513251,0.500859529
ENSG00000141736,ERBB2,0.001386791,0.993100819
ENSG00000065361,ERBB3,-0.114466424,0.416008295
ENSG00000178568,ERBB4,-0.007034316,0.95128626
ENSG00000112851,ERBIN,0.14906219,0.27086925
ENSG00000082805,ERC1,0.006256359,0.92885489
ENSG00000187672,ERC2,0.101285475,0.124253045
ENSG00000012061,ERCC1,-0.105360327,0.038020233
ENSG00000104884,ERCC2,-0.224325517,0.002577389
ENSG00000163161,ERCC3,0.000925764,0.985544066
ENSG00000175595,ERCC4,0.195018513,0.00781532
ENSG00000134899,ERCC5,0.023718356,0.693673322
ENSG00000225830,ERCC6,0.114655445,0.107559642
ENSG00000182150,ERCC6L2,0.182760073,0.161519008
ENSG00000049167,ERCC8,0.208811717,0.042113284
ENSG00000105722,ERF,-0.191403281,0.084112889
ENSG00000178752,ERFE,-0.221115074,0.044633152
ENSG00000157554,ERG,0.140398856,0.421889164
ENSG00000133935,ERG28,-0.002501111,0.969170369
ENSG00000113719,ERGIC1,-0.073992178,0.139331425
ENSG00000087502,ERGIC2,0.23265865,0.019999038
ENSG00000125991,ERGIC3,-0.103726472,0.142437018
ENSG00000100632,ERH,0.170407326,0.068575091
ENSG00000104626,ERI1,0.122093698,0.254370256
ENSG00000196678,ERI2,0.130539526,0.163554945
ENSG00000117419,ERI3,-0.115376775,0.035764471
ENSG00000104714,ERICH1,-0.027747001,0.83117443
ENSG00000204334,ERICH2,0.06662574,0.721585589
ENSG00000178965,ERICH3,0.266855965,0.028413735
ENSG00000177459,ERICH5,-0.132485498,0.470580089
ENSG00000068912,ERLEC1,0.291887436,0.024216196
ENSG00000107566,ERLIN1,0.069252331,0.189076579
ENSG00000147475,ERLIN2,-0.05067283,0.694910808
ENSG00000164010,ERMAP,-0.122165206,0.058046535
ENSG00000130023,ERMARD,0.056565688,0.651599064
ENSG00000136541,ERMN,-0.047815124,0.841965437
ENSG00000099219,ERMP1,0.058511853,0.631347264
ENSG00000178607,ERN1,-0.026969695,0.738790448
ENSG00000197930,ERO1A,0.289874003,0.005957495
ENSG00000086619,ERO1B,0.227204763,0.018242923
ENSG00000089248,ERP29,-0.066450907,0.340224287
ENSG00000023318,ERP44,0.17094119,0.145841761
ENSG00000116285,ERRFI1,0.163620428,0.159480806
ENSG00000213462,ERV3-1,-0.073387574,0.581293678
ENSG00000244476,ERVFRD-1,-0.093880631,0.46703913
ENSG00000142396,ERVK3-1,0.073340628,0.406660946
ENSG00000226887,ERVMER34-1,0.059930235,0.732052328
ENSG00000242950,ERVW-1,0.077657459,0.586132656
ENSG00000149564,ESAM,-0.244111797,0.183525338
ENSG00000141446,ESCO1,0.267211375,0.029382045
ENSG00000139684,ESD,0.228362086,0.037554804
ENSG00000089048,ESF1,0.337176245,0.010581585
ENSG00000091831,ESR1,0.172020915,0.223899355
ENSG00000103067,ESRP2,-0.097466259,0.573556335
ENSG00000173153,ESRRA,-0.444060196,0.001895295
ENSG00000196482,ESRRG,0.054597286,0.553464958
ENSG00000100056,ESS2,-0.123846837,0.04137874
ENSG00000139641,ESYT1,-0.065174797,0.303640449
ENSG00000117868,ESYT2,-0.018626722,0.894411733
ENSG00000158220,ESYT3,0.056330932,0.471862645
ENSG00000143971,ETAA1,0.346919217,0.011580716
ENSG00000120705,ETF1,0.167192933,0.038042053
ENSG00000140374,ETFA,0.055153168,0.301644913
ENSG00000105379,ETFB,-0.121391341,0.077290834
ENSG00000139160,ETFBKMT,0.123896209,0.089938808
