Geneid,Genename,MDD.sgPFC.log2FoldChange,MDD.sgPFC.padj
ENSG00000077238,IL4R,0.687958515,0.008050714
ENSG00000113525,IL5,0.0013985,0.994635715
ENSG00000136244,IL6,1.082623214,0.057483117
ENSG00000160712,IL6R,0.242353402,0.100230017
ENSG00000134352,IL6ST,0.257077614,0.031423378
ENSG00000104432,IL7,0.63533365,0.005580949
ENSG00000145839,IL9,-0.002158631,0.994635715
ENSG00000143195,ILDR2,0.047790585,0.571365194
ENSG00000143621,ILF2,0.108336549,0.188372546
ENSG00000129351,ILF3,-0.054473882,0.067090537
ENSG00000166333,ILK,0.051888539,0.656144388
ENSG00000132323,ILKAP,0.011167521,0.825336241
ENSG00000105135,ILVBL,-0.252692306,0.007441541
ENSG00000148950,IMMP1L,0.200490487,0.024366109
ENSG00000184903,IMMP2L,0.108080781,0.284112666
ENSG00000132305,IMMT,0.097141448,0.096961026
ENSG00000177971,IMP3,0.014725183,0.908730033
ENSG00000136718,IMP4,-0.064904828,0.228977607
ENSG00000133731,IMPA1,0.347900767,0.014746674
ENSG00000141401,IMPA2,-0.107395251,0.426290224
ENSG00000154059,IMPACT,0.183084149,0.039736939
ENSG00000104331,IMPAD1,0.187884793,0.194620439
ENSG00000106348,IMPDH1,-0.187225214,0.138886479
ENSG00000178035,IMPDH2,0.013618351,0.819577723
ENSG00000112706,IMPG1,0.16860245,0.351601343
ENSG00000081148,IMPG2,-0.101006719,0.359747571
ENSG00000148798,INA,0.087355968,0.564019156
ENSG00000257704,INAFM1,-0.39645515,0.006184143
ENSG00000259330,INAFM2,0.187576258,0.016167059
ENSG00000163362,INAVA,-0.200244829,0.237382174
ENSG00000196388,INCA1,-0.044984704,0.480564674
ENSG00000149503,INCENP,-0.095793594,0.138346206
ENSG00000203485,INF2,-0.337244568,0.005557948
ENSG00000153487,ING1,0.107718946,0.094686997
ENSG00000168556,ING2,0.01886454,0.834612692
ENSG00000071243,ING3,0.11298227,0.324248481
ENSG00000111653,ING4,-0.037591646,0.538360502
ENSG00000168395,ING5,-0.12222387,0.129674015
ENSG00000123999,INHA,-0.011408863,0.949993286
ENSG00000122641,INHBA,0.187999999,0.601836088
ENSG00000163083,INHBB,-0.381615161,0.013390757
ENSG00000148153,INIP,0.100087274,0.380666782
ENSG00000185614,INKA1,-0.318916584,0.031263334
ENSG00000197852,INKA2,-0.140795799,0.037832021
ENSG00000128908,INO80,-0.004067059,0.935670068
ENSG00000115274,INO80B,-0.214526737,0.225020744
ENSG00000153391,INO80C,-0.018426933,0.795277211
ENSG00000114933,INO80D,0.073354696,0.167428545
ENSG00000169592,INO80E,-0.260454734,0.007428597
ENSG00000151689,INPP1,0.003074191,0.959280338
ENSG00000040933,INPP4A,0.022176787,0.759844211
ENSG00000109452,INPP4B,0.101506234,0.205440692
ENSG00000068383,INPP5A,0.005640805,0.963826257
ENSG00000204084,INPP5B,-0.034295402,0.622334018
ENSG00000168918,INPP5D,-0.221246651,0.095197348
ENSG00000148384,INPP5E,-0.345525725,0.025481423
ENSG00000198825,INPP5F,0.265124743,0.080564411
ENSG00000185133,INPP5J,-0.238448629,0.009960975
ENSG00000132376,INPP5K,-0.152373599,0.012605943
ENSG00000165458,INPPL1,-0.27708377,0.030882742
ENSG00000186480,INSIG1,0.06972137,0.676082507
ENSG00000125629,INSIG2,0.264999376,0.017714974
ENSG00000120210,INSL6,0.224198566,0.306610605
ENSG00000173404,INSM1,-0.344107726,0.005985436
ENSG00000168348,INSM2,-0.034614105,0.781105618
ENSG00000171105,INSR,0.013859195,0.768199263
ENSG00000164880,INTS1,-0.284631126,0.056903053
ENSG00000104613,INTS10,0.085562806,0.447874139
ENSG00000127054,INTS11,-0.197917131,0.072122729
ENSG00000138785,INTS12,0.199752589,0.003071134
ENSG00000064102,INTS13,0.175913143,0.037181741
ENSG00000138614,INTS14,0.075877876,0.16544661
ENSG00000108506,INTS2,0.150534491,0.046720326
ENSG00000143624,INTS3,-0.037856615,0.565171189
ENSG00000149262,INTS4,0.042601581,0.372931098
ENSG00000185085,INTS5,-0.161874392,0.050789868
ENSG00000102786,INTS6,0.169899591,0.042113284
ENSG00000165359,INTS6L,0.149962924,0.203736307
ENSG00000143493,INTS7,0.046596561,0.602523645
ENSG00000164941,INTS8,0.085689671,0.500189958
ENSG00000104299,INTS9,-0.042677213,0.634164196
ENSG00000164066,INTU,0.114919801,0.171016767
ENSG00000119509,INVS,-0.016367192,0.900912686
ENSG00000176095,IP6K1,-0.056405302,0.270559435
ENSG00000068745,IP6K2,0.037269645,0.390702883
ENSG00000161896,IP6K3,0.244724094,0.273862987
ENSG00000074706,IPCEF1,0.33055804,0.070372513
ENSG00000151151,IPMK,0.164247707,0.042891993
ENSG00000086200,IPO11,0.299349048,0.009125991
ENSG00000117408,IPO13,-0.182665746,0.005382283
ENSG00000065150,IPO5,0.198362003,0.0408276
ENSG00000205339,IPO7,0.311465446,0.011444174
ENSG00000133704,IPO8,0.141366958,0.057885777
ENSG00000198700,IPO9,0.053619577,0.195090781
ENSG00000197429,IPP,0.097367267,0.139600339
ENSG00000127080,IPPK,-0.144979923,0.108942834
ENSG00000203499,IQANK1,-0.157068862,0.285305783
ENSG00000132321,IQCA1,0.094672881,0.369105463
ENSG00000173226,IQCB1,0.216478325,0.017621379
ENSG00000160051,IQCC,-0.158044563,0.05719186
ENSG00000166578,IQCD,-0.09904798,0.254370256
ENSG00000106012,IQCE,-0.178039712,0.139469083
ENSG00000114473,IQCG,0.095297909,0.096120627
ENSG00000103599,IQCH,0.082470884,0.386589233
ENSG00000214216,IQCJ,0.060750516,0.729625632
ENSG00000174628,IQCK,-0.078641139,0.269089943
ENSG00000130518,IQCN,-0.319985536,0.045652844
ENSG00000140575,IQGAP1,0.099701142,0.321977142
ENSG00000145703,IQGAP2,-0.121436296,0.375186929
ENSG00000183856,IQGAP3,0.154247771,0.357056119
ENSG00000144711,IQSEC1,-0.143782915,0.013978886
ENSG00000124313,IQSEC2,-0.169710536,0.194539306
ENSG00000120645,IQSEC3,-0.230211422,0.013978886
ENSG00000164675,IQUB,0.311468171,0.045232015
ENSG00000184216,IRAK1,-0.348194448,0.010789048
ENSG00000146243,IRAK1BP1,0.106965607,0.346322575
ENSG00000134070,IRAK2,0.114016317,0.284112666
ENSG00000090376,IRAK3,0.28861074,0.143045432
ENSG00000198001,IRAK4,0.080447602,0.358306621
ENSG00000136381,IREB2,0.212556664,0.02464157
ENSG00000125347,IRF1,0.246269355,0.164434324
ENSG00000168310,IRF2,0.014678463,0.852793754
ENSG00000170604,IRF2BP1,-0.195015939,0.02228806
ENSG00000168264,IRF2BP2,-0.021543381,0.755532104
ENSG00000119669,IRF2BPL,-0.188034238,0.030016194
ENSG00000126456,IRF3,-0.177829109,0.043894724
ENSG00000128604,IRF5,-0.201583137,0.149537042
ENSG00000117595,IRF6,-0.14130689,0.390702883
ENSG00000185507,IRF7,-0.116761061,0.472519245
ENSG00000140968,IRF8,-0.196356853,0.436952016
ENSG00000213928,IRF9,-0.114204419,0.455750522
ENSG00000167378,IRGQ,-0.066222759,0.134127078
ENSG00000169047,IRS1,-0.17039028,0.01493542
ENSG00000185950,IRS2,-0.080601505,0.375083971
ENSG00000133124,IRS4,0.113025047,0.423375801
ENSG00000135070,ISCA1,0.098287367,0.500761387
ENSG00000165898,ISCA2,0.043076926,0.497764261
ENSG00000136003,ISCU,0.083852405,0.266529372
ENSG00000187608,ISG15,-0.727945263,0.002450064
ENSG00000172183,ISG20,-0.007920268,0.968730211
ENSG00000143319,ISG20L2,-0.028074085,0.720957085
ENSG00000129009,ISLR,-0.14114083,0.343837
ENSG00000167178,ISLR2,0.008334344,0.949493152
ENSG00000101230,ISM1,-0.268437658,0.038198205
ENSG00000066583,ISOC1,0.131425245,0.183018876
ENSG00000063241,ISOC2,-0.170242686,0.040402098
ENSG00000214960,ISPD,-0.002075402,0.986265352
ENSG00000182149,IST1,0.02661179,0.355685174
ENSG00000240682,ISY1,-0.140523286,0.077333975
ENSG00000105655,ISYNA1,-0.383823546,0.010202681
ENSG00000078747,ITCH,0.191209179,0.019709522
ENSG00000129636,ITFG1,0.251780716,0.123764166
ENSG00000111203,ITFG2,-0.071473996,0.210340054
ENSG00000213949,ITGA1,0.19084779,0.277447643
ENSG00000143127,ITGA10,-0.213432653,0.262308157
ENSG00000137809,ITGA11,0.014550993,0.911584475
ENSG00000164171,ITGA2,0.26178367,0.034435826
ENSG00000005961,ITGA2B,0.013086336,0.944605482
ENSG00000005884,ITGA3,-0.095259824,0.159284254
ENSG00000115232,ITGA4,0.146246043,0.265741029
ENSG00000161638,ITGA5,0.130565834,0.592007116
ENSG00000091409,ITGA6,0.203216639,0.139469083
ENSG00000135424,ITGA7,-0.289125942,0.032556734
ENSG00000077943,ITGA8,0.169916386,0.141682647
ENSG00000144668,ITGA9,0.071779101,0.24004526
ENSG00000083457,ITGAE,-0.055801678,0.519428556
ENSG00000169896,ITGAM,-0.113248864,0.598528655
ENSG00000138448,ITGAV,0.119266839,0.244063485
ENSG00000140678,ITGAX,-0.186890603,0.394461037
ENSG00000150093,ITGB1,0.111185916,0.391796575
ENSG00000119185,ITGB1BP1,-0.052501227,0.397680414
ENSG00000160255,ITGB2,-0.075007323,0.786948296
ENSG00000142856,ITGB3BP,0.313835921,0.037733493
ENSG00000132470,ITGB4,0.184407798,0.37320989
ENSG00000082781,ITGB5,-0.293830437,0.023164581
ENSG00000105855,ITGB8,0.120623325,0.44228945
ENSG00000151655,ITIH2,-0.155018152,0.276262311
ENSG00000162267,ITIH3,-0.134782955,0.479898464
ENSG00000055955,ITIH4,-0.171836127,0.30576777
ENSG00000123243,ITIH5,-0.450066421,0.011356266
ENSG00000078596,ITM2A,-0.236065993,0.236662105
ENSG00000136156,ITM2B,0.1606805,0.020002083
ENSG00000135916,ITM2C,-0.231403847,0.024051404
ENSG00000125877,ITPA,-0.193198717,0.011483886
ENSG00000100605,ITPK1,-0.188794819,0.008711223
ENSG00000137825,ITPKA,-0.325953478,0.009960975
ENSG00000143772,ITPKB,-0.050353963,0.784008877
ENSG00000086544,ITPKC,0.308863703,0.082254272
ENSG00000150995,ITPR1,0.140589548,0.079708389
ENSG00000123104,ITPR2,0.014601482,0.908093022
ENSG00000096433,ITPR3,-0.040707164,0.851698769
ENSG00000148841,ITPRIP,0.12213708,0.565171189
ENSG00000205730,ITPRIPL2,-0.037073223,0.712484579
ENSG00000205726,ITSN1,0.051430462,0.327253118
ENSG00000198399,ITSN2,0.161347761,0.016591536
ENSG00000128928,IVD,-0.059890749,0.250193534
ENSG00000116679,IVNS1ABP,-0.003314023,0.970227211
ENSG00000163166,IWS1,0.041389897,0.477348792
ENSG00000182264,IZUMO1,-0.06826835,0.681823657
ENSG00000099840,IZUMO4,-0.205658558,0.231080281
ENSG00000077684,JADE1,0.070175618,0.151866301
ENSG00000043143,JADE2,-0.144536741,0.011736573
ENSG00000102221,JADE3,-0.088314993,0.47166664
ENSG00000101384,JAG1,-0.070481437,0.547888792
ENSG00000184916,JAG2,-0.334645734,0.009945082
ENSG00000171135,JAGN1,-0.07520617,0.399736464
ENSG00000162434,JAK1,0.091982346,0.085018455
ENSG00000096968,JAK2,0.200913698,0.109880534
ENSG00000105639,JAK3,0.139370005,0.207076737
ENSG00000152969,JAKMIP1,-0.110347057,0.071029282
ENSG00000176049,JAKMIP2,0.185896871,0.018293375
ENSG00000188385,JAKMIP3,-0.190748863,0.072474633
ENSG00000154721,JAM2,-0.071714087,0.43969687
ENSG00000166086,JAM3,0.021295828,0.826192295
ENSG00000008083,JARID2,0.008210119,0.925278107
ENSG00000153814,JAZF1,0.188548947,0.206256699
ENSG00000165757,JCAD,-0.137288482,0.090768115
ENSG00000140044,JDP2,-0.17281307,0.035571812
ENSG00000109944,JHY,0.166866637,0.082634919
ENSG00000050130,JKAMP,0.155907621,0.068459724
ENSG00000171988,JMJD1C,0.282087322,0.007448807
ENSG00000081692,JMJD4,-0.231224365,0.004947268
ENSG00000070495,JMJD6,-0.065275908,0.442423688
ENSG00000243789,JMJD7,-0.06423663,0.707167113
ENSG00000168970,JMJD7-PLA2G4B,-0.175906068,0.266529372
ENSG00000161999,JMJD8,-0.287339016,0.004579075
ENSG00000152409,JMY,0.096522695,0.079389797
ENSG00000100221,JOSD1,0.012495408,0.832201602
ENSG00000161677,JOSD2,-0.350842288,0.011273535
ENSG00000104369,JPH1,0.086358109,0.443142301
ENSG00000149596,JPH2,-0.07793529,0.834973466
ENSG00000154118,JPH3,-0.193776253,0.014705839
ENSG00000092051,JPH4,-0.125005601,0.044441749
ENSG00000189159,JPT1,0.013010933,0.913898391
ENSG00000206053,JPT2,0.060246702,0.471219739
ENSG00000234616,JRK,-0.199843865,0.06829609
ENSG00000183340,JRKL,0.177179779,0.053047221
ENSG00000143543,JTB,-0.20022859,0.040470916
ENSG00000177606,JUN,0.055837275,0.740715506
ENSG00000171223,JUNB,0.075843318,0.795401335
ENSG00000130522,JUND,-0.305748223,0.021097219
ENSG00000173801,JUP,-0.117325868,0.270249205
ENSG00000160145,KALRN,0.047591604,0.484096564
ENSG00000107104,KANK1,-0.186554131,0.25002096
ENSG00000197256,KANK2,-0.295303734,0.065063909
ENSG00000186994,KANK3,-0.421424948,0.037391035
ENSG00000132854,KANK4,-0.254111237,0.10693086
ENSG00000120071,KANSL1,0.107096494,0.173357827
ENSG00000144445,KANSL1L,0.202792647,0.023049907
ENSG00000139620,KANSL2,0.028783094,0.537922479
ENSG00000114982,KANSL3,-0.045172918,0.317064089
ENSG00000232593,KANTR,0.053926772,0.638220712
ENSG00000065427,KARS,0.115854152,0.088665785
ENSG00000149474,KAT14,0.084737644,0.252039276
ENSG00000108773,KAT2A,-0.162347904,0.195050824
ENSG00000114166,KAT2B,0.048500597,0.696302775
ENSG00000172977,KAT5,-0.072432419,0.05987568
ENSG00000083168,KAT6A,0.039206645,0.770839259
ENSG00000156650,KAT6B,0.021047491,0.790195401
ENSG00000136504,KAT7,0.138914684,0.024175812
ENSG00000103510,KAT8,-0.083588613,0.121741948
ENSG00000186625,KATNA1,0.091043706,0.357299194
ENSG00000102781,KATNAL1,0.135707172,0.099252171
ENSG00000167216,KATNAL2,-0.038995973,0.623900062
ENSG00000140854,KATNB1,-0.178687137,0.014464639
ENSG00000134152,KATNBL1,0.170108324,0.056941754
ENSG00000107821,KAZALD1,-0.384223778,0.007381115
ENSG00000189337,KAZN,-0.118172299,0.022380824
ENSG00000176595,KBTBD11,-0.070059208,0.594374784
ENSG00000187715,KBTBD12,-0.038315576,0.684384175
ENSG00000170852,KBTBD2,0.095076111,0.436824854
ENSG00000182359,KBTBD3,0.274324442,0.035403767
ENSG00000123444,KBTBD4,0.010907518,0.891777484
ENSG00000165572,KBTBD6,0.170015601,0.087491848
ENSG00000120696,KBTBD7,0.090542699,0.283016706
ENSG00000163376,KBTBD8,0.415694171,0.005557948
ENSG00000176407,KCMF1,0.02964783,0.530446838
ENSG00000111262,KCNA1,0.080870625,0.51204804
ENSG00000177301,KCNA2,-0.004930859,0.954207829
ENSG00000177272,KCNA3,-0.107229688,0.278996627
ENSG00000182255,KCNA4,0.190601284,0.152336819
ENSG00000130037,KCNA5,0.040037488,0.755013968
ENSG00000169282,KCNAB1,0.113603459,0.363610255
ENSG00000069424,KCNAB2,-0.098291502,0.097184443
ENSG00000170049,KCNAB3,-0.223893807,0.068071705
ENSG00000158445,KCNB1,0.057038621,0.501617015
ENSG00000182674,KCNB2,-0.009746933,0.951746668
ENSG00000129159,KCNC1,-0.123992885,0.094529195
ENSG00000166006,KCNC2,-0.100683063,0.462711093
ENSG00000131398,KCNC3,-0.105439692,0.321243683
ENSG00000116396,KCNC4,-0.128116498,0.094056718
ENSG00000102057,KCND1,-0.136669531,0.178465012
ENSG00000184408,KCND2,0.033610044,0.826984669
ENSG00000171385,KCND3,0.145176736,0.02284415
ENSG00000159197,KCNE2,0.127389251,0.479239093
ENSG00000175538,KCNE3,-0.140829902,0.287015117
ENSG00000152049,KCNE4,0.56713149,0.012287965
ENSG00000176076,KCNE5,-0.257580192,0.234954242
ENSG00000162975,KCNF1,-0.266997358,0.010115199
ENSG00000026559,KCNG1,-0.375430812,0.006290935
ENSG00000178342,KCNG2,-0.408642103,0.032940486
ENSG00000171126,KCNG3,-0.10521736,0.260082404
ENSG00000143473,KCNH1,-0.030425628,0.704558283
ENSG00000055118,KCNH2,-0.227899086,0.056617597
ENSG00000135519,KCNH3,-0.312633209,0.007299529
ENSG00000089558,KCNH4,-0.214382224,0.289533936
ENSG00000140015,KCNH5,0.339474048,0.034742824
ENSG00000184611,KCNH7,0.218947371,0.033985302
ENSG00000183960,KCNH8,-0.06890532,0.712404535
ENSG00000182132,KCNIP1,0.036550615,0.608816049
ENSG00000120049,KCNIP2,-0.109388905,0.340372756
ENSG00000115041,KCNIP3,-0.391034269,0.002575936
ENSG00000185774,KCNIP4,0.230974139,0.039736939
ENSG00000177807,KCNJ10,-0.158062427,0.284124303
ENSG00000187486,KCNJ11,-0.18427823,0.015882755
ENSG00000184185,KCNJ12,-0.287442689,0.003623678
ENSG00000115474,KCNJ13,0.159685138,0.270347946
ENSG00000182324,KCNJ14,-0.254800044,0.033608267
ENSG00000153822,KCNJ16,-0.246557966,0.136969393
ENSG00000123700,KCNJ2,-0.064741224,0.634165271
ENSG00000162989,KCNJ3,0.170363958,0.223343412
ENSG00000168135,KCNJ4,-0.373419693,0.002575936
ENSG00000120457,KCNJ5,0.010783298,0.945998356
ENSG00000157542,KCNJ6,0.260338871,0.067300704
ENSG00000121361,KCNJ8,-0.079237088,0.437147885
ENSG00000162728,KCNJ9,-0.090633659,0.159037224
ENSG00000135750,KCNK1,-0.112453484,0.351735962
ENSG00000100433,KCNK10,0.105505933,0.179214582
ENSG00000184261,KCNK12,-0.275316933,0.007425489
ENSG00000152315,KCNK13,-0.113078867,0.330278289
ENSG00000124249,KCNK15,-0.155684838,0.421751675
ENSG00000082482,KCNK2,0.101267354,0.359593317
ENSG00000171303,KCNK3,-0.323001426,0.002311986
ENSG00000182450,KCNK4,-0.435025964,0.01194115
ENSG00000099337,KCNK6,-0.18458172,0.160577435
ENSG00000173338,KCNK7,-0.294808049,0.117877078
ENSG00000169427,KCNK9,-0.079266719,0.586642047
ENSG00000156113,KCNMA1,0.180195343,0.017914385
ENSG00000145936,KCNMB1,-0.458892421,0.020968929
ENSG00000197584,KCNMB2,0.031235833,0.798348928
ENSG00000135643,KCNMB4,0.077895104,0.158518357
ENSG00000105642,KCNN1,-0.273541887,0.010343606
ENSG00000080709,KCNN2,-0.105446125,0.121747973
ENSG00000143603,KCNN3,0.007509768,0.959280338
ENSG00000104783,KCNN4,-0.003808168,0.985326172
ENSG00000053918,KCNQ1,-0.247312448,0.075351332
ENSG00000075043,KCNQ2,-0.223289551,0.014018815
ENSG00000184156,KCNQ3,0.128557581,0.390702883
ENSG00000117013,KCNQ4,-0.264589237,0.010581585
ENSG00000185760,KCNQ5,0.13453358,0.427768437
ENSG00000198553,KCNRG,-0.197982204,0.162271602
ENSG00000124134,KCNS1,-0.012706934,0.940494573
ENSG00000156486,KCNS2,0.130968654,0.396082535
ENSG00000170745,KCNS3,-0.322020991,0.010886772
ENSG00000107147,KCNT1,-0.271668527,0.12920084
ENSG00000162687,KCNT2,0.154463879,0.080197488
ENSG00000164794,KCNV1,0.009619091,0.962903425
ENSG00000168263,KCNV2,-0.174553495,0.201949038
ENSG00000134504,KCTD1,-0.005904608,0.941204355
ENSG00000110906,KCTD10,0.015132809,0.751325585
ENSG00000213859,KCTD11,-0.254347955,0.034966083
ENSG00000178695,KCTD12,0.198736229,0.029004727
ENSG00000174943,KCTD13,-0.136960095,0.042947156
ENSG00000153885,KCTD15,-0.263368726,0.011834698
ENSG00000183775,KCTD16,0.372975533,0.021890775
ENSG00000100379,KCTD17,-0.235035846,0.025481423
ENSG00000155729,KCTD18,-0.013755076,0.836600614
ENSG00000180901,KCTD2,0.013385954,0.845286296
ENSG00000112078,KCTD20,0.166258052,0.009194042
ENSG00000188997,KCTD21,0.029744762,0.693204337
ENSG00000136636,KCTD3,0.127664453,0.070843577
ENSG00000180332,KCTD4,0.192253377,0.3120229
ENSG00000167977,KCTD5,-0.150585465,0.039430877
ENSG00000168301,KCTD6,0.181957977,0.014018815
ENSG00000243335,KCTD7,-0.059695546,0.586583124
ENSG00000183783,KCTD8,-0.098047031,0.379034368
ENSG00000104756,KCTD9,0.241524039,0.05987568
ENSG00000134901,KDELC1,0.055222397,0.586642047
ENSG00000178202,KDELC2,0.130403854,0.181310105
ENSG00000105438,KDELR1,-0.012940262,0.816117282
ENSG00000136240,KDELR2,0.008801159,0.939422937
ENSG00000100196,KDELR3,0.307764906,0.016417565
ENSG00000004487,KDM1A,0.098481261,0.033018067
ENSG00000165097,KDM1B,0.108949178,0.066636421
ENSG00000173120,KDM2A,-0.067475914,0.084126744
ENSG00000089094,KDM2B,-0.123427889,0.007743485
ENSG00000115548,KDM3A,0.159441387,0.030376785
ENSG00000120733,KDM3B,-0.020376606,0.670272284
ENSG00000066135,KDM4A,-0.021488126,0.558039542
ENSG00000127663,KDM4B,-0.136980665,0.134224172
ENSG00000107077,KDM4C,0.01599715,0.897654596
ENSG00000186280,KDM4D,0.247380428,0.068794639
ENSG00000073614,KDM5A,0.109892543,0.059324812
ENSG00000117139,KDM5B,0.130717244,0.016167808
ENSG00000126012,KDM5C,-0.129568798,0.258412475
ENSG00000012817,KDM5D,-0.487395466,0.128731144
ENSG00000147050,KDM6A,0.143612607,0.174069813
ENSG00000132510,KDM6B,-0.009944378,0.961361555
ENSG00000006459,KDM7A,0.124762517,0.367012964
ENSG00000155666,KDM8,-0.114828908,0.056360854
ENSG00000128052,KDR,0.024056534,0.921238884
ENSG00000119537,KDSR,0.065960195,0.303347678
ENSG00000079999,KEAP1,-0.21586439,0.007067404
ENSG00000197993,KEL,-0.210112297,0.26129781
ENSG00000135314,KHDC1,-0.037924998,0.701347881
ENSG00000132680,KHDC4,0.049110647,0.386751032
ENSG00000121774,KHDRBS1,0.038129573,0.39032052
ENSG00000112232,KHDRBS2,-0.020605179,0.874190709
ENSG00000131773,KHDRBS3,0.088965725,0.531431502
ENSG00000138030,KHK,-0.166169922,0.028375091
ENSG00000100441,KHNYN,-0.142446403,0.1356222
ENSG00000088247,KHSRP,-0.111039543,0.0125624
ENSG00000235750,KIAA0040,0.556521069,0.02339835
ENSG00000007202,KIAA0100,-0.085376312,0.001895295
ENSG00000170871,KIAA0232,0.13212886,0.061458944
ENSG00000137261,KIAA0319,0.115542899,0.054098773
ENSG00000142687,KIAA0319L,-0.004662583,0.864529338
ENSG00000166398,KIAA0355,-0.111189341,0.147493419
ENSG00000100890,KIAA0391,-0.03893908,0.608303627
ENSG00000135709,KIAA0513,-0.080351374,0.203308205
ENSG00000047578,KIAA0556,-0.086620824,0.170235527
ENSG00000100578,KIAA0586,0.275313496,0.007381115
ENSG00000198920,KIAA0753,0.012714573,0.849123521
ENSG00000185261,KIAA0825,0.287888591,0.009987052
ENSG00000164542,KIAA0895,0.102423583,0.426088431
ENSG00000196123,KIAA0895L,-0.180121386,0.057781511
ENSG00000100364,KIAA0930,-0.172753966,0.107554167
ENSG00000169330,KIAA1024,-0.062494105,0.596689201
ENSG00000138688,KIAA1109,0.185865337,0.035960611
ENSG00000163807,KIAA1143,0.155865955,0.065893486
ENSG00000257093,KIAA1147,-0.0435859,0.743271257
ENSG00000122203,KIAA1191,0.074033232,0.148451099
ENSG00000109265,KIAA1211,-0.104707277,0.136562131
ENSG00000196872,KIAA1211L,-0.048027607,0.562495709
ENSG00000120549,KIAA1217,0.052034056,0.559582502
ENSG00000114656,KIAA1257,0.004672791,0.970068268
ENSG00000116299,KIAA1324,0.077874286,0.322346741
ENSG00000164659,KIAA1324L,0.141971969,0.284112666
ENSG00000150477,KIAA1328,0.116857138,0.111587145
ENSG00000134444,KIAA1468,0.179192463,0.03436361
ENSG00000162522,KIAA1522,-0.189048757,0.072046576
ENSG00000122778,KIAA1549,-0.098896117,0.448139206
ENSG00000110427,KIAA1549L,0.127324059,0.148222902
ENSG00000174718,KIAA1551,0.35080251,0.005386931
ENSG00000168116,KIAA1586,0.376598242,0.023146721
ENSG00000135835,KIAA1614,-0.164061073,0.120612347
ENSG00000197077,KIAA1671,-0.04286554,0.478135761
ENSG00000149633,KIAA1755,-0.257046517,0.077290834
ENSG00000162929,KIAA1841,0.123523526,0.153001122
ENSG00000165185,KIAA1958,-0.032472759,0.819360442
ENSG00000182329,KIAA2012,0.04600407,0.714367989
ENSG00000116685,KIAA2013,-0.241892704,0.00780361
ENSG00000183354,KIAA2026,0.144281508,0.322661095
ENSG00000134313,KIDINS220,0.13121098,0.049256939
ENSG00000138160,KIF11,0.100776792,0.623172968
ENSG00000136883,KIF12,-0.129279717,0.412586701
ENSG00000137177,KIF13A,-0.078975294,0.386589233
ENSG00000197892,KIF13B,-0.18059458,0.225070437
ENSG00000163808,KIF15,0.255271156,0.02126711
ENSG00000089177,KIF16B,0.019086104,0.777131313
ENSG00000117245,KIF17,-0.097356377,0.278099381
ENSG00000196169,KIF19,0.6289329,0.024708036
ENSG00000130294,KIF1A,-0.153041661,0.009960975
ENSG00000054523,KIF1B,0.048353844,0.423373755
ENSG00000198954,KIF1BP,0.204767676,0.021874799
ENSG00000129250,KIF1C,-0.333511466,0.027530142
ENSG00000138182,KIF20B,0.40140803,0.014354936
ENSG00000139116,KIF21A,0.223581085,0.029883638
ENSG00000116852,KIF21B,-0.305838492,0.001895295
ENSG00000079616,KIF22,-0.053280024,0.504024998
ENSG00000186638,KIF24,-0.094340224,0.485043709
ENSG00000125337,KIF25,-0.323536214,0.310315994
ENSG00000066735,KIF26A,-0.512825991,0.007428597
ENSG00000162849,KIF26B,-0.176409184,0.039679079
ENSG00000165115,KIF27,0.122444129,0.340020745
ENSG00000068796,KIF2A,0.169395349,0.071015926
ENSG00000141200,KIF2B,-0.24591459,0.177595043
ENSG00000142945,KIF2C,-0.081575761,0.5803737
ENSG00000131437,KIF3A,0.246273971,0.03239393
ENSG00000101350,KIF3B,0.06869263,0.294716876
ENSG00000084731,KIF3C,-0.036505522,0.654049868
ENSG00000155980,KIF5A,-0.081058848,0.404738354
ENSG00000170759,KIF5B,0.082498902,0.507246598
ENSG00000168280,KIF5C,-0.028056546,0.724505651
ENSG00000164627,KIF6,-0.05979992,0.677798975
ENSG00000166813,KIF7,-0.34499378,0.01358921
ENSG00000088727,KIF9,-0.105301085,0.101431022
ENSG00000075945,KIFAP3,0.298357929,0.029053696
ENSG00000167702,KIFC2,-0.446962402,0.021810366
ENSG00000140859,KIFC3,-0.377086874,0.000195005
ENSG00000151657,KIN,0.106397804,0.117562424
ENSG00000183853,KIRREL1,-0.196265537,0.111620688
ENSG00000126259,KIRREL2,-0.082943639,0.418385038
ENSG00000149571,KIRREL3,-0.105207758,0.142961557
ENSG00000116014,KISS1R,-0.197103487,0.446649862
ENSG00000157404,KIT,0.00904897,0.961190539
ENSG00000049130,KITLG,0.25110038,0.061458944
ENSG00000088970,KIZ,0.143157584,0.02367998
ENSG00000133116,KL,0.184583034,0.362101396
ENSG00000134962,KLB,0.251236348,0.08799523
ENSG00000126214,KLC1,-0.170107132,0.035212858
ENSG00000174996,KLC2,-0.138900611,0.05943381
ENSG00000137171,KLC4,-0.132782862,0.071768476
ENSG00000155090,KLF10,-0.094450424,0.623684575
ENSG00000172059,KLF11,0.036462741,0.755726181
ENSG00000118922,KLF12,0.127668888,0.208173909
ENSG00000169926,KLF13,-0.133764782,0.025802124
ENSG00000163884,KLF15,-0.163766274,0.376739253
ENSG00000129911,KLF16,-0.255784263,0.012583936
